granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,887,SPEAKING,H,114,P000034,"Pallone, Frank, Jr.",NJ,D,8048,"Pallone, Frank, Jr.",Frank Pallone,Mr. PALLONE,"Frank Pallone, Jr."
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1748,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,8154,"Blackburn, Marsha",,Mrs. BLACKBURN,Marsha Blackburn
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,766,SPEAKING,H,114,M000404,"McDermott, Jim",WA,D,8211,"McDermott, Jim",,Mr. McDERMOTT,Jim McDermott
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1892,SPEAKING,H,114,S001176,"Scalise, Steve",LA,R,7959,"Scalise, Steve",,Mr. SCALISE,Steve Scalise
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1839,SPEAKING,H,114,C001066,"Castor, Kathy",FL,D,7883,"Castor, Kathy",,Ms. CASTOR of Florida,Kathy Castor
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,2248,SPEAKING,H,114,M001194,"Moolenaar, John R.",MI,R,,"Moolenaar, John R.",Mr. John Moolenaar,Mr. MOOLENAAR,John R. Moolenaar
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1510,SPEAKING,H,114,P000096,"Pascrell, Bill, Jr.",NJ,D,8050,"Pascrell, Bill, Jr.",William Pascrell,Mr. PASCRELL,"Bill Pascrell, Jr."
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1936,SPEAKING,H,114,L000567,"Lance, Leonard",NJ,R,8049,"Lance, Leonard",,Mr. LANCE,Leonard Lance
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1037,SPEAKING,H,114,S000185,"Scott, Robert C. ""Bobby""",VA,D,8194,"Scott, Robert C. ""Bobby""",Robert Scott,Mr. SCOTT of Virginia,"Robert C. ""Bobby"" Scott"
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1833,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,7827,"McCarthy, Kevin",,Mr. McCARTHY,Kevin McCarthy
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,944,SPEAKING,H,114,R000053,"Rangel, Charles B.",NY,D,8076,"Rangel, Charles B.",Charles Rangel,Mr. RANGEL,Charles B. Rangel
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1981,SPEAKING,H,114,S001188,"Stutzman, Marlin A.",IN,R,7942,"Stutzman, Marlin A.",Mr. Marlin Stutzman,Mr. STUTZMAN,Marlin A. Stutzman
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,2092,SPEAKING,H,114,B001278,"Bonamici, Suzanne",OR,D,8367,"Bonamici, Suzanne",,Ms. BONAMICI,Suzanne Bonamici
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,2239,SPEAKING,H,114,A000372,"Allen, Rick W.",GA,R,,"Allen, Rick W.",Mr. Rick Allen,Mr. ALLEN,Rick W. Allen
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1950,SPEAKING,H,114,S001180,"Schrader, Kurt",OR,D,8118,"Schrader, Kurt",,Mr. SCHRADER,Kurt Schrader
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,2032,SPEAKING,H,114,H001053,"Hartzler, Vicky",MO,R,8012,"Hartzler, Vicky",,Mrs. HARTZLER,Vicky Hartzler
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1071,SPEAKING,H,114,S000522,"Smith, Christopher H.",NJ,R,8046,"Smith, Christopher H.",Christopher Smith,Mr. SMITH of New Jersey,Christopher H. Smith
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1878,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,8156,"Cohen, Steve",,Mr. COHEN,Steve Cohen
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,2224,SPEAKING,H,114,W000821,"Westerman, Bruce",AR,R,,"Westerman, Bruce",,Mr. WESTERMAN,Bruce Westerman
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,854,SPEAKING,H,114,N000015,"Neal, Richard E.",MA,D,7967,"Neal, Richard E.",Richard Neal,Mr. NEAL,Richard E. Neal
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,462,SPEAKING,H,114,G000410,"Green, Gene",TX,D,8185,"Green, Gene",,Mr. GENE GREEN of Texas,Gene Green
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,8116,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,1988,SPEAKING,H,114,S001185,"Sewell, Terri A.",AL,D,7792,"Sewell, Terri A.",Ms. Terri Sewell,Ms. SEWELL of Alabama,Terri A. Sewell
CREC-2016-01-06-pt1-PgH52,CREC-2016-01-06,2016-01-06,,868,SPEAKING,H,114,N000147,"Norton, Eleanor Holmes",DC,D,7871,"Norton, Eleanor Holmes",Eleanor Norton,Ms. NORTON,Eleanor Holmes Norton
CREC-2016-01-06-pt1-PgH94,CREC-2016-01-06,2016-01-06,,2196,SPEAKING,H,114,C001101,"Clark, Katherine M.",MA,D,,"Clark, Katherine M.",Ms. Katherine Clark,Ms. CLARK of Massachusetts,Katherine M. Clark
CREC-2016-01-06-pt1-PgH94,CREC-2016-01-06,2016-01-06,,1981,SPEAKING,H,114,S001188,"Stutzman, Marlin A.",IN,R,7942,"Stutzman, Marlin A.",Mr. Marlin Stutzman,Mr. STUTZMAN,Marlin A. Stutzman
CREC-2016-01-06-pt1-PgH94,CREC-2016-01-06,2016-01-06,,2145,SPEAKING,H,114,K000382,"Kuster, Ann M.",NH,D,,"Kuster, Ann M.",Ms. Ann Kuster,Ms. KUSTER,Ann M. Kuster
CREC-2016-01-06-pt1-PgH88,CREC-2016-01-06,2016-01-06,,2145,SPEAKING,H,114,K000382,"Kuster, Ann M.",NH,D,,"Kuster, Ann M.",Ms. Ann Kuster,Ms. KUSTER,Ann M. Kuster
CREC-2016-01-06-pt1-PgH88,CREC-2016-01-06,2016-01-06,,2038,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,8041,"Guinta, Frank C.",Mr. Frank Guinta,Mr. GUINTA,Frank C. Guinta
CREC-2016-01-06-pt1-PgH88,CREC-2016-01-06,2016-01-06,,854,SPEAKING,H,114,N000015,"Neal, Richard E.",MA,D,7967,"Neal, Richard E.",Richard Neal,Mr. NEAL,Richard E. Neal
CREC-2016-01-06-pt1-PgH88,CREC-2016-01-06,2016-01-06,,2158,SPEAKING,H,114,R000598,"Rothfus, Keith J.",PA,R,,"Rothfus, Keith J.",Mr. Keith Rothfus,Mr. ROTHFUS,Keith J. Rothfus
CREC-2016-01-06-pt1-PgH88,CREC-2016-01-06,2016-01-06,,2127,SPEAKING,H,114,B001286,"Bustos, Cheri",IL,D,,"Bustos, Cheri",,Mrs. BUSTOS,Cheri Bustos
CREC-2016-01-06-pt1-PgH88,CREC-2016-01-06,2016-01-06,,1855,SPEAKING,H,114,W000798,"Walberg, Tim",MI,R,7992,"Walberg, Tim",,Mr. WALBERG,Tim Walberg
CREC-2016-01-06-pt1-PgH88,CREC-2016-01-06,2016-01-06,,1942,SPEAKING,H,114,T000469,"Tonko, Paul",NY,D,8082,"Tonko, Paul",,Mr. TONKO,Paul Tonko
CREC-2016-01-06-pt1-PgH88,CREC-2016-01-06,2016-01-06,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Mr. Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2016-01-06-pt1-PgH88,CREC-2016-01-06,2016-01-06,,2055,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,8139,"Cicilline, David N.",Mr. David Cicilline,Mr. CICILLINE,David N. Cicilline
CREC-2016-01-06-pt1-PgH88,CREC-2016-01-06,2016-01-06,,2126,SPEAKING,H,114,D000619,"Davis, Rodney",IL,R,,"Davis, Rodney",,Mr. RODNEY DAVIS of Illinois,Rodney Davis
CREC-2016-01-06-pt1-PgH88,CREC-2016-01-06,2016-01-06,,616,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,8099,"Kaptur, Marcy",,Ms. KAPTUR,Marcy Kaptur
CREC-2016-01-06-pt1-PgH88,CREC-2016-01-06,2016-01-06,,2153,SPEAKING,H,114,B001281,"Beatty, Joyce",OH,D,,"Beatty, Joyce",,Mrs. BEATTY,Joyce Beatty
CREC-2016-01-06-pt1-PgH88,CREC-2016-01-06,2016-01-06,,1741,SPEAKING,H,114,T000463,"Turner, Michael R.",OH,R,8093,"Turner, Michael R.",Mr. Michael Turner,Mr. TURNER,Michael R. Turner
CREC-2016-01-06-pt1-PgH94-2,CREC-2016-01-06,2016-01-06,,2145,SPEAKING,H,114,K000382,"Kuster, Ann M.",NH,D,,"Kuster, Ann M.",Ms. Ann Kuster,Ms. KUSTER,Ann M. Kuster
CREC-2016-01-06-pt1-PgH99-2,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH99,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH99-4,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH94-3,CREC-2016-01-06,2016-01-06,,1981,SPEAKING,H,114,S001188,"Stutzman, Marlin A.",IN,R,7942,"Stutzman, Marlin A.",Mr. Marlin Stutzman,Mr. STUTZMAN,Marlin A. Stutzman
CREC-2016-01-06-pt1-PgH94-3,CREC-2016-01-06,2016-01-06,,2028,SPEAKING,H,114,H001058,"Huizenga, Bill",MI,R,7987,"Huizenga, Bill",,Mr. HUIZENGA of Michigan,Bill Huizenga
CREC-2016-01-06-pt1-PgH94-3,CREC-2016-01-06,2016-01-06,,2140,SPEAKING,H,114,H001067,"Hudson, Richard",NC,R,,"Hudson, Richard",,Mr. HUDSON,Richard Hudson
CREC-2016-01-06-pt1-PgH94-3,CREC-2016-01-06,2016-01-06,,2268,SPEAKING,H,114,R000601,"Ratcliffe, John",TX,R,,"Ratcliffe, John",,Mr. RATCLIFFE,John Ratcliffe
CREC-2016-01-06-pt1-PgH94-3,CREC-2016-01-06,2016-01-06,,2115,SPEAKING,H,114,Y000065,"Yoho, Ted S.",FL,R,,"Yoho, Ted S.",Mr. Ted Yoho,Mr. YOHO,Ted S. Yoho
CREC-2016-01-06-pt1-PgH94-3,CREC-2016-01-06,2016-01-06,,2237,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,,"Hice, Jody B.",Mr. Jody Hice,Mr. JODY B. HICE of Georgia,Jody B. Hice
CREC-2016-01-06-pt1-PgH94-3,CREC-2016-01-06,2016-01-06,,2238,SPEAKING,H,114,L000583,"Loudermilk, Barry",GA,R,,"Loudermilk, Barry",,Mr. LOUDERMILK,Barry Loudermilk
CREC-2016-01-06-pt1-PgH94-3,CREC-2016-01-06,2016-01-06,,1860,SPEAKING,H,114,S001172,"Smith, Adrian",NE,R,8040,"Smith, Adrian",,Mr. SMITH of Nebraska,Adrian Smith
CREC-2016-01-06-pt1-PgH94-3,CREC-2016-01-06,2016-01-06,,2224,SPEAKING,H,114,W000821,"Westerman, Bruce",AR,R,,"Westerman, Bruce",,Mr. WESTERMAN,Bruce Westerman
CREC-2016-01-06-pt1-PgH94-3,CREC-2016-01-06,2016-01-06,,2221,SPEAKING,H,114,P000609,"Palmer, Gary J.",AL,R,,"Palmer, Gary J.",Mr. Gary Palmer,Mr. PALMER,Gary J. Palmer
CREC-2016-01-06-pt1-PgH99-3,CREC-2016-01-06,2016-01-06,,1981,SPEAKING,H,114,S001188,"Stutzman, Marlin A.",IN,R,7942,"Stutzman, Marlin A.",Mr. Marlin Stutzman,Mr. STUTZMAN,Marlin A. Stutzman
CREC-2016-01-06-pt1-PgH100,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH100-2,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH101,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH101-2,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH101-3,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH101-4,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH101-5,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH101-6,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH101-7,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH101-8,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH101-10,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH101-9,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH101-11,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH101-12,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH101-13,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH101-14,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH102,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH102-2,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH102-3,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH102-5,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH102-4,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH102-6,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH102-7,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH103,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH102-8,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgH103-2,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgE9-4,CREC-2016-01-06,2016-01-06,,1188,SPEAKING,H,114,V000108,"Visclosky, Peter J.",IN,D,7940,"Visclosky, Peter J.",Peter Visclosky,Mr. VISCLOSKY,Peter J. Visclosky
CREC-2016-01-06-pt1-PgE9-3,CREC-2016-01-06,2016-01-06,,1560,SPEAKING,H,114,R000570,"Ryan, Paul D.",WI,R,8214,"Ryan, Paul D.",Paul Ryan,Mr. RYAN of Wisconsin,Paul D. Ryan
CREC-2016-01-06-pt1-PgE9-2,CREC-2016-01-06,2016-01-06,,1560,SPEAKING,H,114,R000570,"Ryan, Paul D.",WI,R,8214,"Ryan, Paul D.",Paul Ryan,Mr. RYAN of Wisconsin,Paul D. Ryan
CREC-2016-01-06-pt1-PgE10,CREC-2016-01-06,2016-01-06,,1756,SPEAKING,H,114,R000577,"Ryan, Tim",OH,D,8107,"Ryan, Tim",,Mr. RYAN of Ohio,Tim Ryan
CREC-2016-01-06-pt1-PgE10-2,CREC-2016-01-06,2016-01-06,,1853,SPEAKING,H,114,Y000062,"Yarmuth, John A.",KY,D,7955,"Yarmuth, John A.",Mr. John Yarmuth,Mr. YARMUTH,John A. Yarmuth
CREC-2016-01-06-pt1-PgE10-3,CREC-2016-01-06,2016-01-06,,944,SPEAKING,H,114,R000053,"Rangel, Charles B.",NY,D,8076,"Rangel, Charles B.",Charles Rangel,Mr. RANGEL,Charles B. Rangel
CREC-2016-01-06-pt1-PgE11-2,CREC-2016-01-06,2016-01-06,,868,SPEAKING,H,114,N000147,"Norton, Eleanor Holmes",DC,D,7871,"Norton, Eleanor Holmes",Eleanor Norton,Ms. NORTON,Eleanor Holmes Norton
CREC-2016-01-06-pt1-PgE11,CREC-2016-01-06,2016-01-06,,1205,SPEAKING,H,114,W000187,"Waters, Maxine",CA,D,7840,"Waters, Maxine",,Ms. MAXINE WATERS of California,Maxine Waters
CREC-2016-01-06-pt1-PgE11-3,CREC-2016-01-06,2016-01-06,,1912,SPEAKING,H,114,C001077,"Coffman, Mike",CO,R,7864,"Coffman, Mike",,Mr. COFFMAN,Mike Coffman
CREC-2016-01-06-pt1-PgE11-4,CREC-2016-01-06,2016-01-06,,1999,SPEAKING,H,114,C001083,"Carney, John C., Jr.",DE,D,7872,"Carney, John C., Jr.",John Carney Jr.,Mr. CARNEY,"John C. Carney, Jr."
CREC-2016-01-06-pt1-PgE12,CREC-2016-01-06,2016-01-06,,1836,SPEAKING,H,114,C001069,"Courtney, Joe",CT,D,7867,"Courtney, Joe",,Mr. COURTNEY,Joe Courtney
CREC-2016-01-06-pt1-PgE12-3,CREC-2016-01-06,2016-01-06,,701,SPEAKING,H,114,L000397,"Lofgren, Zoe",CA,D,7821,"Lofgren, Zoe",,Ms. LOFGREN,Zoe Lofgren
CREC-2016-01-06-pt1-PgE12-2,CREC-2016-01-06,2016-01-06,,1927,SPEAKING,H,114,P000597,"Pingree, Chellie",ME,D,7984,"Pingree, Chellie",,Ms. PINGREE,Chellie Pingree
CREC-2016-01-06-pt1-PgE12-4,CREC-2016-01-06,2016-01-06,,1803,SPEAKING,H,114,G000553,"Green, Al",TX,D,8165,"Green, Al",,Mr. AL GREEN of Texas,Al Green
CREC-2016-01-06-pt1-PgD9,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgE12-5,CREC-2016-01-06,2016-01-06,,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,8158,"Poe, Ted",,Mr. POE of Texas,Ted Poe
CREC-2016-01-06-pt1-PgD9-2,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgD10,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgD9-3,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgD11,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
CREC-2016-01-06-pt1-PgD11-2,CREC-2016-01-06,2016-01-06,,,,,,,,,,,,,,
