granuleId,packageId,date,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-06-12-pt1-PgH4344-12,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-14,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-16,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-15,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-19,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-18,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-17,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-21,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-20,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-22,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-23,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgH4344-24,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgE887-2,CREC-2015-06-12,2015-06-12,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Mr. Daniel Kildee
CREC-2015-06-12-pt1-PgE887-4,CREC-2015-06-12,2015-06-12,,2293,SPEAKING,H,114,D000625,"Donovan, Daniel M., Jr.",NY,R,,"Donovan, Daniel M., Jr.",Mr. DONOVAN,"Daniel M. Donovan, Jr.",Mr. Daniel Donovan Jr.
CREC-2015-06-12-pt1-PgE887-5,CREC-2015-06-12,2015-06-12,8046,1071,SPEAKING,H,114,S000522,"Smith, Christopher H.",NJ,R,,"Smith, Christopher H.",Mr. SMITH of New Jersey,Christopher H. Smith,Christopher Smith
CREC-2015-06-12-pt1-PgE887-3,CREC-2015-06-12,2015-06-12,8163,1670,SPEAKING,H,114,C001048,"Culberson, John Abney",TX,R,,"Culberson, John Abney",Mr. CULBERSON,John Abney Culberson,John Culberson
CREC-2015-06-12-pt1-PgE888-3,CREC-2015-06-12,2015-06-12,7930,2013,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Mr. Robert Dold
CREC-2015-06-12-pt1-PgE888-2,CREC-2015-06-12,2015-06-12,8149,322,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,,"Duncan, John J., Jr.",Mr. DUNCAN of Tennessee,"John J. Duncan, Jr.",John Duncan Jr.
CREC-2015-06-12-pt1-PgE888,CREC-2015-06-12,2015-06-12,7864,1912,SPEAKING,H,114,C001077,"Coffman, Mike",CO,R,,"Coffman, Mike",Mr. COFFMAN,Mike Coffman,
CREC-2015-06-12-pt1-PgE889,CREC-2015-06-12,2015-06-12,8069,850,SPEAKING,H,114,N000002,"Nadler, Jerrold",NY,D,,"Nadler, Jerrold",Mr. NADLER,Jerrold Nadler,
CREC-2015-06-12-pt1-PgE889-2,CREC-2015-06-12,2015-06-12,7871,868,SPEAKING,H,114,N000147,"Norton, Eleanor Holmes",DC,D,,"Norton, Eleanor Holmes",Ms. NORTON,Eleanor Holmes Norton,Eleanor Norton
CREC-2015-06-12-pt1-PgE889-3,CREC-2015-06-12,2015-06-12,8027,930,SPEAKING,H,114,P000523,"Price, David E.",NC,D,,"Price, David E.",Mr. PRICE of North Carolina,David E. Price,David Price
CREC-2015-06-12-pt1-PgE889-4,CREC-2015-06-12,2015-06-12,8061,2040,SPEAKING,H,114,H001055,"Heck, Joseph J.",NV,R,,"Heck, Joseph J.",Mr. HECK of Nevada,Joseph J. Heck,Mr. Joseph Heck
CREC-2015-06-12-pt1-PgE890,CREC-2015-06-12,2015-06-12,7864,1912,SPEAKING,H,114,C001077,"Coffman, Mike",CO,R,,"Coffman, Mike",Mr. COFFMAN,Mike Coffman,
CREC-2015-06-12-pt1-PgE890-4,CREC-2015-06-12,2015-06-12,,2258,SPEAKING,H,114,M001193,"MacArthur, Thomas",NJ,R,,"MacArthur, Thomas",Mr. MacARTHUR,Thomas MacArthur,
CREC-2015-06-12-pt1-PgE890-3,CREC-2015-06-12,2015-06-12,8125,2052,SPEAKING,H,114,M001181,"Meehan, Patrick",PA,R,,"Meehan, Patrick",Mr. MEEHAN,Patrick Meehan,
CREC-2015-06-12-pt1-PgE890-2,CREC-2015-06-12,2015-06-12,7987,2028,SPEAKING,H,114,H001058,"Huizenga, Bill",MI,R,,"Huizenga, Bill",Mr. HUIZENGA of Michigan,Bill Huizenga,
CREC-2015-06-12-pt1-PgE890-5,CREC-2015-06-12,2015-06-12,,2277,SPEAKING,H,114,M001195,"Mooney, Alexander X.",WV,R,,"Mooney, Alexander X.",Mr. MOONEY of West Virginia,Alexander X. Mooney,Mr. Alexander Mooney
CREC-2015-06-12-pt1-PgE891-2,CREC-2015-06-12,2015-06-12,7864,1912,SPEAKING,H,114,C001077,"Coffman, Mike",CO,R,,"Coffman, Mike",Mr. COFFMAN,Mike Coffman,
CREC-2015-06-12-pt1-PgE891,CREC-2015-06-12,2015-06-12,7825,1774,SPEAKING,H,114,C001059,"Costa, Jim",CA,D,,"Costa, Jim",Mr. COSTA,Jim Costa,
CREC-2015-06-12-pt1-PgE891-3,CREC-2015-06-12,2015-06-12,7355,1888,SPEAKING,H,114,F000454,"Foster, Bill",IL,D,,"Foster, Bill",Mr. FOSTER,Bill Foster,
CREC-2015-06-12-pt1-PgD698-2,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgD698,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgE891-4,CREC-2015-06-12,2015-06-12,8046,1071,SPEAKING,H,114,S000522,"Smith, Christopher H.",NJ,R,,"Smith, Christopher H.",Mr. SMITH of New Jersey,Christopher H. Smith,Christopher Smith
CREC-2015-06-12-pt1-PgD698-3,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgD699,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgD699-2,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
CREC-2015-06-12-pt1-PgD699-3,CREC-2015-06-12,2015-06-12,,,,,,,,,,,,,,
