granuleId,packageId,date,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-12-11-pt1-PgE1782-6,CREC-2015-12-11,2015-12-11,7929,1588,SPEAKING,H,114,S001145,"Schakowsky, Janice D.",IL,D,,"Schakowsky, Janice D.",Ms. SCHAKOWSKY,Janice D. Schakowsky,Janice Schakowsky
CREC-2015-12-11-pt1-PgE1783-2,CREC-2015-12-11,2015-12-11,8024,1761,SPEAKING,H,114,B001251,"Butterfield, G. K.",NC,D,,"Butterfield, G. K.",Mr. BUTTERFIELD,G. K. Butterfield,
CREC-2015-12-11-pt1-PgE1783,CREC-2015-12-11,2015-12-10,7980,566,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
CREC-2015-12-11-pt1-PgE1783-4,CREC-2015-12-11,2015-12-11,7968,1504,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James Mcgovern
CREC-2015-12-11-pt1-PgE1783-3,CREC-2015-12-11,2015-12-11,7851,979,SPEAKING,H,114,R000409,"Rohrabacher, Dana",CA,R,,"Rohrabacher, Dana",Mr. ROHRABACHER,Dana Rohrabacher,
CREC-2015-12-11-pt1-PgE1783-5,CREC-2015-12-11,2015-12-11,,2242,SPEAKING,H,114,Y000066,"Young, David",IA,R,,"Young, David",Mr. YOUNG of Iowa,David Young,
CREC-2015-12-11-pt1-PgE1784-2,CREC-2015-12-11,2015-12-11,8200,2070,SPEAKING,H,114,G000568,"Griffith, H. Morgan",VA,R,,"Griffith, H. Morgan",Mr. GRIFFITH,H. Morgan Griffith,
CREC-2015-12-11-pt1-PgE1784-3,CREC-2015-12-11,2015-12-11,7851,979,SPEAKING,H,114,R000409,"Rohrabacher, Dana",CA,R,,"Rohrabacher, Dana",Mr. ROHRABACHER,Dana Rohrabacher,
CREC-2015-12-11-pt1-PgD1312,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgE1784,CREC-2015-12-11,2015-12-11,8053,414,SPEAKING,H,114,F000372,"Frelinghuysen, Rodney P.",NJ,R,,"Frelinghuysen, Rodney P.",Mr. FRELINGHUYSEN,Rodney P. Frelinghuysen,Rodney Frelinghuysen
CREC-2015-12-11-pt1-PgD1312-2,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgD1312-3,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgD1313,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgD1313-2,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
CREC-2015-12-11-pt1-PgD1313-3,CREC-2015-12-11,2015-12-11,,,,,,,,,,,,,,
