granuleId,packageId,date,members,role,chamber,congress,gpoId,authorityId,bioGuideId,memberName,state,party,name__parsed,name__authority-lnf,name__authority-fnf,name__authority-other
CREC-2015-01-06-pt1-PgH47-21,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-22,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-23,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-24,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-25,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-26,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-27,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH47-19,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-4,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-3,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-5,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-7,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-6,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-8,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-9,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-10,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-11,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-13,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-12,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-14,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-15,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-16,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-17,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-18,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-19,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-20,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-21,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-22,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-23,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-24,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-26,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-25,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-27,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-29,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH48-28,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-4,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-3,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-5,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-6,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-7,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-9,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-10,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-12,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-13,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-8,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-11,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-15,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-14,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-16,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgH49-17,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS-FrontMatter-17,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS1,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS1-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS1-4,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS1-3,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS4,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS5,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS5-3,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS5-2,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS6,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS6-2,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS6-3,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS6-3,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS6-4,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS6-4,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS6-5,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS6-5,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS6-6,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS6-6,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS6-7,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS6-7,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS6-8,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS6-8,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS7,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS7,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS7-2,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS7-2,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS7-3,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS7-4,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS7-4,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS7-5,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS7-5,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS7-6,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS7-6,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS7-7,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS7-7,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS8,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS8,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS8-2,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS8-2,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS8-4,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS8-4,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS8-3,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS8-3,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS8-5,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS9,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS9-2,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS10,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS9-3,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS9-3,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8326,326,D000563,"Durbin, Richard J.",IL,D,Mr. DURBIN,"Durbin, Richard J.",Richard J. Durbin,Mr. Richard Durbin
CREC-2015-01-06-pt1-PgS9-4,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8314,1351,H000338,"Hatch, Orrin G.",UT,R,Mr. HATCH,"Hatch, Orrin G.",Orrin G. Hatch,Orrin Grant Hatch
CREC-2015-01-06-pt1-PgS10-3,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS10-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS10-4,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS12,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS10-5,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS12-2,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8244,1383,L000174,"Leahy, Patrick J.",VT,D,Mr. LEAHY,"Leahy, Patrick J.",Patrick J. Leahy,Mr. Patrick Leahy
CREC-2015-01-06-pt1-PgS12-2,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8338,1332,F000062,"Feinstein, Dianne",CA,D,Mrs. FEINSTEIN,"Feinstein, Dianne",Dianne Feinstein,
CREC-2015-01-06-pt1-PgS12-2,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8291,1541,C001035,"Collins, Susan M.",ME,R,Ms. COLLINS,"Collins, Susan M.",Susan M. Collins,Ms. Susan Collins
CREC-2015-01-06-pt1-PgS12-2,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8272,949,R000122,"Reed, Jack",RI,D,Mr. REED,"Reed, Jack",Jack Reed,Mr. John Reed
CREC-2015-01-06-pt1-PgS12-3,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8244,1383,L000174,"Leahy, Patrick J.",VT,D,Mr. LEAHY,"Leahy, Patrick J.",Patrick J. Leahy,Mr. Patrick Leahy
CREC-2015-01-06-pt1-PgS14,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8338,1332,F000062,"Feinstein, Dianne",CA,D,Mrs. FEINSTEIN,"Feinstein, Dianne",Dianne Feinstein,
CREC-2015-01-06-pt1-PgS13,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8338,1332,F000062,"Feinstein, Dianne",CA,D,Mrs. FEINSTEIN,"Feinstein, Dianne",Dianne Feinstein,
CREC-2015-01-06-pt1-PgS15,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8338,1332,F000062,"Feinstein, Dianne",CA,D,Mrs. FEINSTEIN,"Feinstein, Dianne",Dianne Feinstein,
CREC-2015-01-06-pt1-PgS16,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8338,1332,F000062,"Feinstein, Dianne",CA,D,Mrs. FEINSTEIN,"Feinstein, Dianne",Dianne Feinstein,
CREC-2015-01-06-pt1-PgS17,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8291,1541,C001035,"Collins, Susan M.",ME,R,Ms. COLLINS,"Collins, Susan M.",Susan M. Collins,Ms. Susan Collins
CREC-2015-01-06-pt1-PgS18,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8338,1332,F000062,"Feinstein, Dianne",CA,D,Mrs. FEINSTEIN,"Feinstein, Dianne",Dianne Feinstein,
CREC-2015-01-06-pt1-PgS19-2,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8272,949,R000122,"Reed, Jack",RI,D,Mr. REED,"Reed, Jack",Jack Reed,Mr. John Reed
CREC-2015-01-06-pt1-PgS19,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8338,1332,F000062,"Feinstein, Dianne",CA,D,Mrs. FEINSTEIN,"Feinstein, Dianne",Dianne Feinstein,
CREC-2015-01-06-pt1-PgS20,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS20-3,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS20-4,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS20-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS20-5,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS20-6,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS20-8,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS20-9,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS20-10,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS20-7,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS20-11,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS21,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS21-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS21-4,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS21-5,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS21-3,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS20-12,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS21-7,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS22,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS21-6,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgS22-2,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS22-3,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS23,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS23-2,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS23-3,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS23-4,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8254,1395,M000355,"McConnell, Mitch",KY,R,Mr. McCONNELL,"McConnell, Mitch",Mitch McConnell,
CREC-2015-01-06-pt1-PgS23-4,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8260,1567,U000039,"Udall, Tom",NM,D,Mr. UDALL,"Udall, Tom",Tom Udall,
CREC-2015-01-06-pt1-PgS23-5,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8260,1567,U000039,"Udall, Tom",NM,D,Mr. UDALL,"Udall, Tom",Tom Udall,
CREC-2015-01-06-pt1-PgS23-5,CREC-2015-01-06,2015-01-06,,SPEAKING,S,114,8238,1900,M001176,"Merkley, Jeff",OR,D,Mr. MERKLEY,"Merkley, Jeff",Jeff Merkley,
CREC-2015-01-06-pt1-PgS26,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgE1-2,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8098,102,B000589,"Boehner, John A.",OH,R,Mr. BOEHNER,"Boehner, John A.",John A. Boehner,John Boehner
CREC-2015-01-06-pt1-PgE1-3,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,,2127,B001286,"Bustos, Cheri",IL,D,Mrs. BUSTOS,"Bustos, Cheri",Cheri Bustos,
CREC-2015-01-06-pt1-PgE1-4,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8197,446,G000289,"Goodlatte, Bob",VA,R,Mr. GOODLATTE,"Goodlatte, Bob",Bob Goodlatte,Robert Goodlatte
CREC-2015-01-06-pt1-PgE2,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7999,229,C000714,"Conyers, John, Jr.",MI,D,Mr. CONYERS,"Conyers, John, Jr.","John Conyers, Jr.",John Conyers Jr.
CREC-2015-01-06-pt1-PgE3,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,,2127,B001286,"Bustos, Cheri",IL,D,Mrs. BUSTOS,"Bustos, Cheri",Cheri Bustos,
CREC-2015-01-06-pt1-PgE2-2,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8142,1688,W000795,"Wilson, Joe",SC,R,Mr. WILSON of South Carolina,"Wilson, Joe",Joe Wilson,
CREC-2015-01-06-pt1-PgE4,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7824,1995,D000612,"Denham, Jeff",CA,R,Mr. DENHAM,"Denham, Jeff",Jeff Denham,
CREC-2015-01-06-pt1-PgE4-2,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7817,1890,S001175,"Speier, Jackie",CA,D,Ms. SPEIER,"Speier, Jackie",Jackie Speier,
CREC-2015-01-06-pt1-PgE5,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,,2127,B001286,"Bustos, Cheri",IL,D,Mrs. BUSTOS,"Bustos, Cheri",Cheri Bustos,
CREC-2015-01-06-pt1-PgE4-3,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7999,229,C000714,"Conyers, John, Jr.",MI,D,Mr. CONYERS,"Conyers, John, Jr.","John Conyers, Jr.",John Conyers Jr.
CREC-2015-01-06-pt1-PgE5-2,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8142,1688,W000795,"Wilson, Joe",SC,R,Mr. WILSON of South Carolina,"Wilson, Joe",Joe Wilson,
CREC-2015-01-06-pt1-PgE5-3,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7817,1890,S001175,"Speier, Jackie",CA,D,Ms. SPEIER,"Speier, Jackie",Jackie Speier,
CREC-2015-01-06-pt1-PgE8,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,,2127,B001286,"Bustos, Cheri",IL,D,Mrs. BUSTOS,"Bustos, Cheri",Cheri Bustos,
CREC-2015-01-06-pt1-PgE6,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7999,229,C000714,"Conyers, John, Jr.",MI,D,Mr. CONYERS,"Conyers, John, Jr.","John Conyers, Jr.",John Conyers Jr.
CREC-2015-01-06-pt1-PgE8-2,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8058,1939,L000570,"Lujan, Ben Ray",NM,D,Mr. BEN RAY LUJAN of New Mexico,"Lujan, Ben Ray",Ben Ray Lujan,Mr. Ben Lujan
CREC-2015-01-06-pt1-PgE8-3,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7824,1995,D000612,"Denham, Jeff",CA,R,Mr. DENHAM,"Denham, Jeff",Jeff Denham,
