bioguide_id,first_name,last_name,congress,chamber,party,state,district,terms_served_before,terms_served_total,years_in_congress,first_term_start,up_for_reelection,senate_class,gender,birthday
M001184,Thomas,Massie,114,house,Republican,KY,4,2,2,2.1,2012-11-13,1,,M,1971-01-13
M001163,Doris,Matsui,114,house,Democrat,CA,6,5,5,9.8,2005-03-10,1,,F,1944-09-25
M001165,Kevin,McCarthy,114,house,Republican,CA,23,4,4,8.0,2007-01-04,1,,M,1965-01-26
M001157,Michael,McCaul,114,house,Republican,TX,10,5,5,10.0,2005-01-04,1,,M,1962-01-14
M001177,Tom,McClintock,114,house,Republican,CA,4,3,3,6.0,2009-01-06,1,,M,1956-07-10
M001143,Betty,McCollum,114,house,Democrat,MN,4,7,7,14.0,2001-01-03,1,,F,1954-07-12
M000404,Jim,McDermott,114,house,Democrat,WA,7,13,13,26.0,1989-01-03,1,,M,1936-12-28
M000312,James,McGovern,114,house,Democrat,MA,2,9,9,18.0,1997-01-07,1,,M,1959-11-20
M001156,Patrick,McHenry,114,house,Republican,NC,10,5,5,10.0,2005-01-04,1,,M,1975-10-22
M001180,David,McKinley,114,house,Republican,WV,1,2,2,4.0,2011-01-05,1,,M,1947-03-28
M001159,Cathy,McMorris Rodgers,114,house,Republican,WA,5,5,5,10.0,2005-01-04,1,,F,1969-05-22
M001166,Jerry,McNerney,114,house,Democrat,CA,9,4,4,8.0,2007-01-04,1,,M,1951-06-18
M001197,Martha,McSally,114,house,Republican,AZ,2,0,0,0.0,2015-01-06,1,,F,1966-03-22
M001187,Mark,Meadows,114,house,Republican,NC,11,1,1,2.0,2013-01-03,1,,M,1959-07-28
M001181,Patrick,Meehan,114,house,Republican,PA,7,2,2,4.0,2011-01-05,1,,M,1955-10-20
M001137,Gregory,Meeks,114,house,Democrat,NY,5,9,9,18.0,1997-01-07,1,,M,1953-09-25
M001188,Grace,Meng,114,house,Democrat,NY,6,1,1,2.0,2013-01-03,1,,F,1975-10-01
M001189,Luke,Messer,114,house,Republican,IN,6,1,1,2.0,2013-01-03,1,,M,1969-02-27
M000689,John,Mica,114,house,Republican,FL,7,11,11,22.0,1993-01-05,1,,M,1943-01-27
M001150,Candice,Miller,114,house,Republican,MI,10,6,6,12.0,2003-01-07,1,,F,1954-05-07
M001144,Jeff,Miller,114,house,Republican,FL,1,7,7,13.2,2001-10-23,1,,M,1959-06-27
M001194,John,Moolenaar,114,house,Republican,MI,4,0,0,0.0,2015-01-06,1,,M,1961-05-08
M001195,Alexander,Mooney,114,house,Republican,WV,2,0,0,0.0,2015-01-06,1,,M,1971-06-05
M001160,Gwen,Moore,114,house,Democrat,WI,4,5,5,10.0,2005-01-04,1,,F,1951-04-18
M001196,Seth,Moulton,114,house,Democrat,MA,6,0,0,0.0,2015-01-06,1,,M,1978-10-24
M001190,Markwayne,Mullin,114,house,Republican,OK,2,1,1,2.0,2013-01-03,1,,M,1977-07-26
M001182,Mick,Mulvaney,114,house,Republican,SC,5,2,2,4.0,2011-01-05,1,,M,1967-07-21
M001191,Patrick,Murphy,114,house,Democrat,FL,18,1,1,2.0,2013-01-03,1,,M,1983-03-30
M001151,Tim,Murphy,114,house,Republican,PA,18,6,6,12.0,2003-01-07,1,,M,1952-09-11
N000002,Jerrold,Nadler,114,house,Democrat,NY,10,12,12,22.2,1992-11-03,1,,M,1947-06-13
N000179,Grace,Napolitano,114,house,Democrat,CA,32,8,8,16.0,1999-01-06,1,,F,1936-12-04
N000015,Richard,Neal,114,house,Democrat,MA,1,13,13,26.0,1989-01-03,1,,M,1949-02-14
N000182,Randy,Neugebauer,114,house,Republican,TX,19,6,6,11.6,2003-06-05,1,,M,1949-12-24
N000189,Dan,Newhouse,114,house,Republican,WA,4,0,0,0.0,2015-01-06,1,,M,1955-07-10
N000184,Kristi,Noem,114,house,Republican,SD,0,2,2,4.0,2011-01-05,1,,F,1971-11-30
N000127,Richard,Nolan,114,house,Democrat,MN,8,4,4,40.0,1975-01-14,1,,M,1943-12-17
N000188,Donald,Norcross,114,house,Democrat,NJ,1,1,1,0.2,2014-11-12,1,,M,1958-12-13
N000147,Eleanor,Norton,114,house,Democrat,DC,0,12,12,24.0,1991-01-03,1,,F,1937-06-13
N000185,Richard,Nugent,114,house,Republican,FL,11,2,2,4.0,2011-01-05,1,,M,1951-05-26
N000181,Devin,Nunes,114,house,Republican,CA,22,6,6,12.0,2003-01-07,1,,M,1973-10-01
N000186,Alan,Nunnelee,114,house,Republican,MS,1,2,2,4.0,2011-01-05,1,,M,1958-10-09
O000168,Pete,Olson,114,house,Republican,TX,22,3,3,6.0,2009-01-06,1,,M,1962-12-09
O000170,Beto,O’Rourke,114,house,Democrat,TX,16,1,1,2.0,2013-01-03,1,,M,1972-09-26
P000601,Steven,Palazzo,114,house,Republican,MS,4,2,2,4.0,2011-01-05,1,,M,1970-02-21
P000034,Frank,Pallone,114,house,Democrat,NJ,6,14,14,28.0,1987-01-06,1,,M,1951-10-30
P000609,Gary,Palmer,114,house,Republican,AL,6,0,0,0.0,2015-01-06,1,,M,1954-05-14
P000096,Bill,Pascrell,114,house,Democrat,NJ,9,9,9,18.0,1997-01-07,1,,M,1937-01-25
P000594,Erik,Paulsen,114,house,Republican,MN,3,3,3,6.0,2009-01-06,1,,M,1965-05-14
P000604,Donald,Payne,114,house,Democrat,NJ,10,2,2,2.1,2012-11-15,1,,M,1958-12-17
P000588,Stevan,Pearce,114,house,Republican,NM,2,5,5,12.0,2003-01-07,1,,M,1947-08-24
P000197,Nancy,Pelosi,114,house,Democrat,CA,12,14,14,28.0,1987-01-06,1,,F,1940-03-26
P000593,Ed,Perlmutter,114,house,Democrat,CO,7,4,4,8.0,2007-01-04,1,,M,1953-05-01
P000605,Scott,Perry,114,house,Republican,PA,4,1,1,2.0,2013-01-03,1,,M,1962-05-27
P000608,Scott,Peters,114,house,Democrat,CA,52,1,1,2.0,2013-01-03,1,,M,1958-06-17
P000258,Collin,Peterson,114,house,Democrat,MN,7,12,12,24.0,1991-01-03,1,,M,1944-06-29
P000596,Pedro,Pierluisi,114,house,Democrat,PR,0,2,2,6.0,2009-01-06,1,,M,1959-04-26
P000597,Chellie,Pingree,114,house,Democrat,ME,1,3,3,6.0,2009-01-06,1,,F,1955-04-02
P000606,Robert,Pittenger,114,house,Republican,NC,9,1,1,2.0,2013-01-03,1,,M,1948-08-15
P000373,Joseph,Pitts,114,house,Republican,PA,16,9,9,18.0,1997-01-07,1,,M,1939-10-10
P000610,Stacey,Plaskett,114,house,Democrat,VI,0,0,0,0.0,2015-01-06,1,,F,1966-05-13
P000607,Mark,Pocan,114,house,Democrat,WI,2,1,1,2.0,2013-01-03,1,,M,1964-08-14
P000592,Ted,Poe,114,house,Republican,TX,2,5,5,10.0,2005-01-04,1,,M,1948-09-10
P000611,Bruce,Poliquin,114,house,Republican,ME,2,0,0,0.0,2015-01-06,1,,M,1953-11-01
P000598,Jared,Polis,114,house,Democrat,CO,2,3,3,6.0,2009-01-06,1,,M,1975-05-12
P000602,Mike,Pompeo,114,house,Republican,KS,4,2,2,4.0,2011-01-05,1,,M,1963-12-30
P000599,Bill,Posey,114,house,Republican,FL,8,3,3,6.0,2009-01-06,1,,M,1947-12-18
P000591,Tom,Price,114,house,Republican,GA,6,5,5,10.0,2005-01-04,1,,M,1954-10-08
P000523,David,Price,114,house,Democrat,NC,4,13,13,28.0,1987-01-06,1,,M,1940-08-17
Q000023,Mike,Quigley,114,house,Democrat,IL,5,3,3,5.7,2009-04-07,1,,M,1958-10-17
R000600,Aumua Amata,Radewagen,114,house,Republican,AS,0,0,0,0.0,2015-01-06,1,,F,1947-12-29
R000053,Charles,Rangel,114,house,Democrat,NY,13,22,22,44.0,1971-01-21,1,,M,1930-06-11
R000601,John,Ratcliffe,114,house,Republican,TX,4,0,0,0.0,2015-01-06,1,,M,1965-10-20
R000585,Tom,Reed,114,house,Republican,NY,23,3,3,4.1,2010-11-18,1,,M,1971-11-18
R000578,David,Reichert,114,house,Republican,WA,8,5,5,10.0,2005-01-04,1,,M,1950-08-29
R000586,James,Renacci,114,house,Republican,OH,16,2,2,4.0,2011-01-05,1,,M,1958-12-03
R000587,Reid,Ribble,114,house,Republican,WI,8,2,2,4.0,2011-01-05,1,,M,1956-04-05
R000597,Tom,Rice,114,house,Republican,SC,7,1,1,2.0,2013-01-03,1,,M,1957-08-04
R000602,Kathleen,Rice,114,house,Democrat,NY,4,0,0,0.0,2015-01-06,1,,F,1965-02-15
R000588,Cedric,Richmond,114,house,Democrat,LA,2,2,2,4.0,2011-01-05,1,,M,1973-09-13
R000589,Edward,Rigell,114,house,Republican,VA,2,2,2,4.0,2011-01-05,1,,M,1960-05-28
R000591,Martha,Roby,114,house,Republican,AL,2,2,2,4.0,2011-01-05,1,,F,1976-07-27
R000582,David,Roe,114,house,Republican,TN,1,3,3,6.0,2009-01-06,1,,M,1945-07-21
R000395,Harold,Rogers,114,house,Republican,KY,5,17,17,34.0,1981-01-05,1,,M,1937-12-31
R000575,Mike,Rogers,114,house,Republican,AL,3,6,6,12.0,2003-01-07,1,,M,1958-07-16
R000409,Dana,Rohrabacher,114,house,Republican,CA,48,13,13,26.0,1989-01-03,1,,M,1947-06-21
R000592,Todd,Rokita,114,house,Republican,IN,4,2,2,4.0,2011-01-05,1,,M,1970-02-09
R000583,Thomas,Rooney,114,house,Republican,FL,17,3,3,6.0,2009-01-06,1,,M,1970-11-21
R000435,Ileana,Ros-Lehtinen,114,house,Republican,FL,27,13,13,26.0,1989-01-03,1,,F,1952-07-15
R000580,Peter,Roskam,114,house,Republican,IL,6,4,4,8.0,2007-01-04,1,,M,1961-09-13
R000593,Dennis,Ross,114,house,Republican,FL,15,2,2,4.0,2011-01-05,1,,M,1959-10-18
R000598,Keith,Rothfus,114,house,Republican,PA,12,1,1,2.0,2013-01-03,1,,M,1962-04-25
R000603,David,Rouzer,114,house,Republican,NC,7,0,0,0.0,2015-01-06,1,,M,1972-02-16
R000486,Lucille,Roybal-Allard,114,house,Democrat,CA,40,11,11,22.0,1993-01-05,1,,F,1941-06-12
R000487,Edward,Royce,114,house,Republican,CA,39,11,11,22.0,1993-01-05,1,,M,1951-10-12
R000599,Raul,Ruiz,114,house,Democrat,CA,36,1,1,2.0,2013-01-03,1,,M,1972-08-25
R000576,C.,Ruppersberger,114,house,Democrat,MD,2,6,6,12.0,2003-01-07,1,,M,1946-01-31
R000515,Bobby,Rush,114,house,Democrat,IL,1,11,11,22.0,1993-01-05,1,,M,1946-11-23
R000604,Steve,Russell,114,house,Republican,OK,5,0,0,0.0,2015-01-06,1,,M,1963-05-25
R000570,Paul,Ryan,114,house,Republican,WI,1,8,8,16.0,1999-01-06,1,,M,1970-01-29
R000577,Tim,Ryan,114,house,Democrat,OH,13,6,6,12.0,2003-01-07,1,,M,1973-07-16
S001177,Gregorio,Sablan,114,house,Independent,MP,0,3,3,6.0,2009-01-06,1,,M,1955-01-19
S000018,Matt,Salmon,114,house,Republican,AZ,5,4,4,20.0,1995-01-04,1,,M,1958-01-21
S000030,Loretta,Sanchez,114,house,Democrat,CA,46,9,9,18.0,1997-01-07,1,,F,1960-01-07
S000051,Marshall,Sanford,114,house,Republican,SC,1,4,4,20.0,1995-01-04,1,,M,1960-05-28
S001168,John,Sarbanes,114,house,Democrat,MD,3,4,4,8.0,2007-01-04,1,,M,1962-05-22
S001176,Steve,Scalise,114,house,Republican,LA,1,4,4,6.7,2008-05-07,1,,M,1965-10-06
S001145,Janice,Schakowsky,114,house,Democrat,IL,9,8,8,16.0,1999-01-06,1,,F,1944-05-26
S001150,Adam,Schiff,114,house,Democrat,CA,28,7,7,14.0,2001-01-03,1,,M,1960-06-22
S001179,Aaron,Schock,114,house,Republican,IL,18,3,3,6.0,2009-01-06,1,,M,1981-05-28
S001180,Kurt,Schrader,114,house,Democrat,OR,5,3,3,6.0,2009-01-06,1,,M,1951-10-19
S001183,David,Schweikert,114,house,Republican,AZ,6,2,2,4.0,2011-01-05,1,,M,1962-03-03
S001189,Austin,Scott,114,house,Republican,GA,8,2,2,4.0,2011-01-05,1,,M,1969-12-10
S001157,David,Scott,114,house,Democrat,GA,13,6,6,12.0,2003-01-07,1,,M,1945-06-27
S000185,Robert,Scott,114,house,Democrat,VA,3,11,11,22.0,1993-01-05,1,,M,1947-04-30
S000244,F.,Sensenbrenner,114,house,Republican,WI,5,18,18,36.0,1979-01-15,1,,M,1943-06-14
S000248,José,Serrano,114,house,Democrat,NY,15,13,13,26.0,1989-01-03,1,,M,1943-10-24
S000250,Pete,Sessions,114,house,Republican,TX,32,9,9,18.0,1997-01-07,1,,M,1955-03-22
S001185,Terri,Sewell,114,house,Democrat,AL,7,2,2,4.0,2011-01-05,1,,F,1965-01-01
S000344,Brad,Sherman,114,house,Democrat,CA,30,9,9,18.0,1997-01-07,1,,M,1954-10-24
S000364,John,Shimkus,114,house,Republican,IL,15,9,9,18.0,1997-01-07,1,,M,1958-02-21
S001154,Bill,Shuster,114,house,Republican,PA,9,7,7,13.6,2001-05-17,1,,M,1961-01-10
S001148,Michael,Simpson,114,house,Republican,ID,2,8,8,16.0,1999-01-06,1,,M,1950-09-08
S001191,Kyrsten,Sinema,114,house,Democrat,AZ,9,1,1,2.0,2013-01-03,1,,F,1976-07-12
S001165,Albio,Sires,114,house,Democrat,NJ,8,5,5,8.1,2006-11-13,1,,M,1951-01-26
S000480,Louise,Slaughter,114,house,Democrat,NY,25,14,14,28.0,1987-01-06,1,,F,1929-08-14
S000510,Adam,Smith,114,house,Democrat,WA,9,9,9,18.0,1997-01-07,1,,M,1965-06-15
S001172,Adrian,Smith,114,house,Republican,NE,3,4,4,8.0,2007-01-04,1,,M,1970-12-19
S000522,Christopher,Smith,114,house,Republican,NJ,4,17,17,34.0,1981-01-05,1,,M,1953-03-04
S001195,Jason,Smith,114,house,Republican,MO,8,1,1,1.6,2013-06-04,1,,M,1980-06-16
S000583,Lamar,Smith,114,house,Republican,TX,21,14,14,28.0,1987-01-06,1,,M,1947-11-19
S001175,Jackie,Speier,114,house,Democrat,CA,14,4,4,6.7,2008-04-08,1,,F,1950-05-14
S001196,Elise,Stefanik,114,house,Republican,NY,21,0,0,0.0,2015-01-06,1,,F,1984-07-02
S001192,Chris,Stewart,114,house,Republican,UT,2,1,1,2.0,2013-01-03,1,,M,1960-07-15
S001187,Steve,Stivers,114,house,Republican,OH,15,2,2,4.0,2011-01-05,1,,M,1965-03-24
S001188,Marlin,Stutzman,114,house,Republican,IN,3,3,3,4.1,2010-11-16,1,,M,1976-08-31
S001193,Eric,Swalwell,114,house,Democrat,CA,15,1,1,2.0,2013-01-03,1,,M,1980-11-16
S001156,Linda,Sánchez,114,house,Democrat,CA,38,6,6,12.0,2003-01-07,1,,F,1969-01-28
T000473,Mark,Takai,114,house,Democrat,HI,1,0,0,0.0,2015-01-06,1,,M,1967-07-01
T000472,Mark,Takano,114,house,Democrat,CA,41,1,1,2.0,2013-01-03,1,,M,1960-12-10
T000193,Bennie,Thompson,114,house,Democrat,MS,2,11,11,21.7,1993-04-13,1,,M,1948-01-28
T000460,Mike,Thompson,114,house,Democrat,CA,5,8,8,16.0,1999-01-06,1,,M,1951-01-24
T000467,Glenn,Thompson,114,house,Republican,PA,5,3,3,6.0,2009-01-06,1,,M,1959-07-27
T000238,Mac,Thornberry,114,house,Republican,TX,13,10,10,20.0,1995-01-04,1,,M,1958-07-15
T000462,Patrick,Tiberi,114,house,Republican,OH,12,7,7,14.0,2001-01-03,1,,M,1962-10-21
T000470,Scott,Tipton,114,house,Republican,CO,3,2,2,4.0,2011-01-05,1,,M,1956-11-09
T000468,Dina,Titus,114,house,Democrat,NV,1,2,2,6.0,2009-01-06,1,,F,1950-05-23
T000469,Paul,Tonko,114,house,Democrat,NY,20,3,3,6.0,2009-01-06,1,,M,1949-06-18
T000474,Norma,Torres,114,house,Democrat,CA,35,0,0,0.0,2015-01-06,1,,F,1965-04-04
T000475,Dave,Trott,114,house,Republican,MI,11,0,0,0.0,2015-01-06,1,,M,1960-10-16
T000465,Niki,Tsongas,114,house,Democrat,MA,3,4,4,7.2,2007-10-16,1,,F,1946-04-26
T000463,Michael,Turner,114,house,Republican,OH,10,6,6,12.0,2003-01-07,1,,M,1960-01-11
U000031,Fred,Upton,114,house,Republican,MI,6,14,14,28.0,1987-01-06,1,,M,1953-04-23
V000129,David,Valadao,114,house,Republican,CA,21,1,1,2.0,2013-01-03,1,,M,1977-04-14
V000128,Chris,Van Hollen,114,house,Democrat,MD,8,6,6,12.0,2003-01-07,1,,M,1959-01-10
V000130,Juan,Vargas,114,house,Democrat,CA,51,1,1,2.0,2013-01-03,1,,M,1961-03-07
V000131,Marc,Veasey,114,house,Democrat,TX,33,1,1,2.0,2013-01-03,1,,M,1971-01-03
V000132,Filemon,Vela,114,house,Democrat,TX,34,1,1,2.0,2013-01-03,1,,M,1963-02-13
V000081,Nydia,Velázquez,114,house,Democrat,NY,7,11,11,22.0,1993-01-05,1,,F,1953-03-28
V000108,Peter,Visclosky,114,house,Democrat,IN,1,15,15,30.0,1985-01-03,1,,M,1949-08-13
W000812,Ann,Wagner,114,house,Republican,MO,2,1,1,2.0,2013-01-03,1,,F,1962-09-13
W000798,Tim,Walberg,114,house,Republican,MI,7,3,3,8.0,2007-01-04,1,,M,1951-04-12
W000791,Greg,Walden,114,house,Republican,OR,2,8,8,16.0,1999-01-06,1,,M,1957-01-10
W000819,Mark,Walker,114,house,Republican,NC,6,0,0,0.0,2015-01-06,1,,M,1969-05-20
W000813,Jackie,Walorski,114,house,Republican,IN,2,1,1,2.0,2013-01-03,1,,F,1963-08-17
W000820,Mimi,Walters,114,house,Republican,CA,45,0,0,0.0,2015-01-06,1,,F,1962-05-14
W000799,Timothy,Walz,114,house,Democrat,MN,1,4,4,8.0,2007-01-04,1,,M,1964-04-06
W000797,Debbie,Wasserman Schultz,114,house,Democrat,FL,23,5,5,10.0,2005-01-04,1,,F,1966-09-27
W000187,Maxine,Waters,114,house,Democrat,CA,43,12,12,24.0,1991-01-03,1,,F,1938-08-15
W000822,Bonnie,Watson Coleman,114,house,Democrat,NJ,12,0,0,0.0,2015-01-06,1,,F,1945-02-06
W000814,Randy,Weber,114,house,Republican,TX,14,1,1,2.0,2013-01-03,1,,M,1953-07-02
W000806,Daniel,Webster,114,house,Republican,FL,10,2,2,4.0,2011-01-05,1,,M,1949-04-27
W000800,Peter,Welch,114,house,Democrat,VT,0,4,4,8.0,2007-01-04,1,,M,1947-05-02
W000815,Brad,Wenstrup,114,house,Republican,OH,2,1,1,2.0,2013-01-03,1,,M,1958-06-17
W000821,Bruce,Westerman,114,house,Republican,AR,4,0,0,0.0,2015-01-06,1,,M,1967-11-18
W000796,Lynn,Westmoreland,114,house,Republican,GA,3,5,5,10.0,2005-01-04,1,,M,1950-04-02
W000413,Ed,Whitfield,114,house,Republican,KY,1,10,10,20.0,1995-01-04,1,,M,1943-05-25
W000816,Roger,Williams,114,house,Republican,TX,25,1,1,2.0,2013-01-03,1,,M,1949-09-13
W000795,Joe,Wilson,114,house,Republican,SC,2,7,7,13.1,2001-12-18,1,,M,1947-07-31
W000808,Frederica,Wilson,114,house,Democrat,FL,24,2,2,4.0,2011-01-05,1,,F,1942-11-05
W000804,Robert,Wittman,114,house,Republican,VA,1,4,4,7.1,2007-12-13,1,,M,1959-02-03
W000809,Steve,Womack,114,house,Republican,AR,3,2,2,4.0,2011-01-05,1,,M,1957-02-18
W000810,Rob,Woodall,114,house,Republican,GA,7,2,2,4.0,2011-01-05,1,,M,1970-02-11
Y000062,John,Yarmuth,114,house,Democrat,KY,3,4,4,8.0,2007-01-04,1,,M,1947-11-04
Y000063,Kevin,Yoder,114,house,Republican,KS,3,2,2,4.0,2011-01-05,1,,M,1976-01-08
Y000065,Ted,Yoho,114,house,Republican,FL,3,1,1,2.0,2013-01-03,1,,M,1955-04-13
Y000064,Todd,Young,114,house,Republican,IN,9,2,2,4.0,2011-01-05,1,,M,1972-08-24
Y000066,David,Young,114,house,Republican,IA,3,0,0,0.0,2015-01-06,1,,M,1968-05-11
Y000033,Don,Young,114,house,Republican,AK,0,21,21,41.8,1973-03-06,1,,M,1933-06-09
Z000017,Lee,Zeldin,114,house,Republican,NY,1,0,0,0.0,2015-01-06,1,,M,1980-01-30
Z000018,Ryan,Zinke,114,house,Republican,MT,0,0,0,0.0,2015-01-06,1,,M,1961-11-01
A000360,Lamar,Alexander,114,senate,Republican,TN,,2,2,12.0,2003-01-07,0,2,M,1940-07-03
A000368,Kelly,Ayotte,114,senate,Republican,NH,,1,1,4.0,2011-01-05,1,3,F,1968-06-27
B001230,Tammy,Baldwin,114,senate,Democrat,WI,,1,8,16.0,1999-01-06,0,1,F,1962-02-11
B001261,John,Barrasso,114,senate,Republican,WY,,2,2,7.5,2007-06-25,0,1,M,1952-07-21
B001267,Michael,Bennet,114,senate,Democrat,CO,,2,2,6.0,2009-01-22,1,3,M,1964-11-28
B001277,Richard,Blumenthal,114,senate,Democrat,CT,,1,1,4.0,2011-01-05,1,3,M,1946-02-13
B000575,Roy,Blunt,114,senate,Republican,MO,,1,8,18.0,1997-01-07,1,3,M,1950-01-10
B001288,Cory,Booker,114,senate,Democrat,NJ,,1,1,1.2,2013-10-31,0,2,M,1969-04-27
B001236,John,Boozman,114,senate,Republican,AR,,1,6,13.1,2001-11-29,1,3,M,1950-12-10
B000711,Barbara,Boxer,114,senate,Democrat,CA,,4,9,32.0,1983-01-03,1,3,F,1940-11-11
B000944,Sherrod,Brown,114,senate,Democrat,OH,,2,9,22.0,1993-01-05,0,1,M,1952-11-09
B001135,Richard,Burr,114,senate,Republican,NC,,2,7,20.0,1995-01-04,1,3,M,1955-11-30
C000127,Maria,Cantwell,114,senate,Democrat,WA,,3,4,22.0,1993-01-05,0,1,F,1958-10-13
C001047,Shelley,Capito,114,senate,Republican,WV,,0,7,14.0,2001-01-03,0,2,F,1953-11-26
C000141,Benjamin,Cardin,114,senate,Democrat,MD,,2,12,28.0,1987-01-06,0,1,M,1943-10-05
C000174,Thomas,Carper,114,senate,Democrat,DE,,3,8,32.0,1983-01-03,0,1,M,1947-01-23
C001070,Robert,Casey,114,senate,Democrat,PA,,2,2,8.0,2007-01-04,0,1,M,1960-04-13
C001075,Bill,Cassidy,114,senate,Republican,LA,,0,3,6.0,2009-01-06,0,2,M,1957-09-28
C000542,Daniel,Coats,114,senate,Republican,IN,,3,7,34.0,1981-01-05,1,3,M,1943-05-16
C000567,Thad,Cochran,114,senate,Republican,MS,,6,9,42.0,1973-01-03,0,2,M,1937-12-07
C001035,Susan,Collins,114,senate,Republican,ME,,3,3,18.0,1997-01-07,0,2,F,1952-12-07
C001088,Christopher,Coons,114,senate,Democrat,DE,,1,1,4.1,2010-11-15,0,2,M,1963-09-09
C001071,Bob,Corker,114,senate,Republican,TN,,2,2,8.0,2007-01-04,0,1,M,1952-08-24
C001056,John,Cornyn,114,senate,Republican,TX,,3,3,12.1,2002-11-30,0,2,M,1952-02-02
C001095,Tom,Cotton,114,senate,Republican,AR,,0,1,2.0,2013-01-03,0,2,M,1977-05-13
C000880,Michael,Crapo,114,senate,Republican,ID,,3,6,22.0,1993-01-05,1,3,M,1951-05-20
C001098,Ted,Cruz,114,senate,Republican,TX,,1,1,2.0,2013-01-03,0,1,M,1970-12-22
D000618,Steve,Daines,114,senate,Republican,MT,,0,1,2.0,2013-01-03,0,2,M,1962-08-20
D000607,Joe,Donnelly,114,senate,Democrat,IN,,1,4,8.0,2007-01-04,0,1,M,1955-09-29
D000563,Richard,Durbin,114,senate,Democrat,IL,,3,10,32.0,1983-01-03,0,2,M,1944-11-21
E000285,Michael,Enzi,114,senate,Republican,WY,,3,3,18.0,1997-01-07,0,2,M,1944-02-01
E000295,Joni,Ernst,114,senate,Republican,IA,,0,0,0.0,2015-01-06,0,2,F,1970-07-01
F000062,Dianne,Feinstein,114,senate,Democrat,CA,,5,5,22.2,1992-11-10,0,1,F,1933-06-22
F000463,Deb,Fischer,114,senate,Republican,NE,,1,1,2.0,2013-01-03,0,1,F,1951-03-01
F000444,Jeff,Flake,114,senate,Republican,AZ,,1,7,14.0,2001-01-03,0,1,M,1962-12-31
F000457,Alan,Franken,114,senate,Democrat,MN,,1,1,5.5,2009-07-07,0,2,M,1951-05-21
G000562,Cory,Gardner,114,senate,Republican,CO,,0,2,4.0,2011-01-05,0,2,M,1974-08-22
G000555,Kirsten,Gillibrand,114,senate,Democrat,NY,,2,4,8.0,2007-01-04,0,1,F,1966-12-09
G000359,Lindsey,Graham,114,senate,Republican,SC,,2,6,20.0,1995-01-04,0,2,M,1955-07-09
G000386,Charles,Grassley,114,senate,Republican,IA,,6,9,40.0,1975-01-14,1,3,M,1933-09-17
H000338,Orrin,Hatch,114,senate,Republican,UT,,7,7,38.0,1977-01-04,0,1,M,1934-03-22
H001046,Martin,Heinrich,114,senate,Democrat,NM,,1,3,6.0,2009-01-06,0,1,M,1971-10-17
H001069,Heidi,Heitkamp,114,senate,Democrat,ND,,1,1,2.0,2013-01-03,0,1,F,1955-10-30
H001041,Dean,Heller,114,senate,Republican,NV,,2,5,8.0,2007-01-04,0,1,M,1960-05-10
H001042,Mazie,Hirono,114,senate,Democrat,HI,,1,4,8.0,2007-01-04,0,1,F,1947-11-03
H001061,John,Hoeven,114,senate,Republican,ND,,1,1,4.0,2011-01-05,1,3,M,1957-03-13
I000024,James,Inhofe,114,senate,Republican,OK,,4,8,28.0,1987-01-06,0,2,M,1934-11-17
I000055,John,Isakson,114,senate,Republican,GA,,2,5,16.0,1999-01-06,1,3,M,1944-12-28
J000293,Ron,Johnson,114,senate,Republican,WI,,1,1,4.0,2011-01-05,1,3,M,1955-04-08
K000384,Timothy,Kaine,114,senate,Democrat,VA,,1,1,2.0,2013-01-03,0,1,M,1958-02-26
K000383,Angus,King,114,senate,Independent,ME,,1,1,2.0,2013-01-03,0,1,M,1944-03-31
K000360,Mark,Kirk,114,senate,Republican,IL,,2,7,14.0,2001-01-03,1,3,M,1959-09-15
K000367,Amy,Klobuchar,114,senate,Democrat,MN,,2,2,8.0,2007-01-04,0,1,F,1960-05-25
L000575,James,Lankford,114,senate,Republican,OK,,0,2,4.0,2011-01-05,1,3,M,1968-03-04
L000174,Patrick,Leahy,114,senate,Democrat,VT,,7,7,40.0,1975-01-14,1,3,M,1940-03-31
L000577,Mike,Lee,114,senate,Republican,UT,,1,1,4.0,2011-01-05,1,3,M,1971-06-04
M001183,Joe,Manchin,114,senate,Democrat,WV,,2,2,4.1,2010-11-15,0,1,M,1947-08-24
M000133,Edward,Markey,114,senate,Democrat,MA,,1,21,40.0,1975-01-14,0,2,M,1946-07-11
M000303,John,McCain,114,senate,Republican,AZ,,5,7,32.0,1983-01-03,1,3,M,1936-08-29
M001170,Claire,McCaskill,114,senate,Democrat,MO,,2,2,8.0,2007-01-04,0,1,F,1953-07-24
M000355,Mitch,McConnell,114,senate,Republican,KY,,5,5,30.0,1985-01-03,0,2,M,1942-02-20
M000639,Robert,Menendez,114,senate,Democrat,NJ,,3,10,22.0,1993-01-05,0,1,M,1954-01-01
M001176,Jeff,Merkley,114,senate,Democrat,OR,,1,1,6.0,2009-01-06,0,2,M,1956-10-24
M000702,Barbara,Mikulski,114,senate,Democrat,MD,,5,10,38.0,1977-01-04,1,3,F,1936-07-20
M000934,Jerry,Moran,114,senate,Republican,KS,,1,8,18.0,1997-01-07,1,3,M,1954-05-29
M001153,Lisa,Murkowski,114,senate,Republican,AK,,3,3,12.0,2003-01-07,1,3,F,1957-05-22
M001169,Christopher,Murphy,114,senate,Democrat,CT,,1,4,8.0,2007-01-04,0,1,M,1973-08-03
