granuleId,packageId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,members,gpoId,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-03-22-pt1-PgE359-4,CREC-2016-03-22,1593,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,,7806,"Thompson, Mike",Mr. THOMPSON of California,Mike Thompson,
CREC-2016-03-22-pt1-PgE359-5,CREC-2016-03-22,2040,SPEAKING,H,114,H001055,"Heck, Joseph J.",NV,R,,8061,"Heck, Joseph J.",Mr. HECK of Nevada,Joseph J. Heck,Mr. Joseph Heck
CREC-2016-03-22-pt1-PgE360-2,CREC-2016-03-22,1593,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,,7806,"Thompson, Mike",Mr. THOMPSON of California,Mike Thompson,
CREC-2016-03-22-pt1-PgE360,CREC-2016-03-22,1912,SPEAKING,H,114,C001077,"Coffman, Mike",CO,R,,7864,"Coffman, Mike",Mr. COFFMAN,Mike Coffman,
CREC-2016-03-22-pt1-PgE360-3,CREC-2016-03-22,165,SPEAKING,H,114,C000059,"Calvert, Ken",CA,R,,7849,"Calvert, Ken",Mr. CALVERT,Ken Calvert,
CREC-2016-03-22-pt1-PgE360-4,CREC-2016-03-22,2019,SPEAKING,H,114,Y000064,"Young, Todd",IN,R,,7948,"Young, Todd",Mr. YOUNG of Indiana,Todd Young,Mr. Todd C. Young
CREC-2016-03-22-pt1-PgE361,CREC-2016-03-22,1888,SPEAKING,H,114,F000454,"Foster, Bill",IL,D,,7355,"Foster, Bill",Mr. FOSTER,Bill Foster,
CREC-2016-03-22-pt1-PgE360-5,CREC-2016-03-22,1593,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,,7806,"Thompson, Mike",Mr. THOMPSON of California,Mike Thompson,
CREC-2016-03-22-pt1-PgE361-2,CREC-2016-03-22,1075,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,,8177,"Smith, Lamar",Mr. SMITH of Texas,Lamar Smith,
CREC-2016-03-22-pt1-PgE361-3,CREC-2016-03-22,1593,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,,7806,"Thompson, Mike",Mr. THOMPSON of California,Mike Thompson,
CREC-2016-03-22-pt1-PgE361-4,CREC-2016-03-22,1802,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,,8158,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2016-03-22-pt1-PgE361-5,CREC-2016-03-22,368,SPEAKING,H,114,F000030,"Farr, Sam",CA,D,,7822,"Farr, Sam",Mr. FARR,Sam Farr,
CREC-2016-03-22-pt1-PgE362,CREC-2016-03-22,1593,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,,7806,"Thompson, Mike",Mr. THOMPSON of California,Mike Thompson,
CREC-2016-03-22-pt1-PgE362-2,CREC-2016-03-22,1656,SPEAKING,H,114,G000546,"Graves, Sam",MO,R,,8014,"Graves, Sam",Mr. GRAVES of Missouri,Sam Graves,
CREC-2016-03-22-pt1-PgE362-3,CREC-2016-03-22,683,SPEAKING,H,114,L000263,"Levin, Sander M.",MI,D,,7997,"Levin, Sander M.",Mr. LEVIN,Sander M. Levin,Sander Levin
CREC-2016-03-22-pt1-PgE362-4,CREC-2016-03-22,1593,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,,7806,"Thompson, Mike",Mr. THOMPSON of California,Mike Thompson,
CREC-2016-03-22-pt1-PgE363,CREC-2016-03-22,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,8116,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2016-03-22-pt1-PgE363-2,CREC-2016-03-22,1593,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,,7806,"Thompson, Mike",Mr. THOMPSON of California,Mike Thompson,
CREC-2016-03-22-pt1-PgE363-3,CREC-2016-03-22,2123,SPEAKING,H,114,D000622,"Duckworth, Tammy",IL,D,,,"Duckworth, Tammy",Ms. DUCKWORTH,Tammy Duckworth,
CREC-2016-03-22-pt1-PgE363-4,CREC-2016-03-22,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2016-03-22-pt1-PgE363-5,CREC-2016-03-22,1593,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,,7806,"Thompson, Mike",Mr. THOMPSON of California,Mike Thompson,
CREC-2016-03-22-pt1-PgD304,CREC-2016-03-22,,,,,,,,,,,,,,
CREC-2016-03-22-pt1-PgD304-2,CREC-2016-03-22,,,,,,,,,,,,,,
CREC-2016-03-22-pt1-PgD308,CREC-2016-03-22,,,,,,,,,,,,,,
CREC-2016-03-22-pt1-PgD305,CREC-2016-03-22,,,,,,,,,,,,,,
CREC-2016-03-22-pt1-PgD309,CREC-2016-03-22,,,,,,,,,,,,,,
CREC-2016-03-22-pt1-PgD304-3,CREC-2016-03-22,,,,,,,,,,,,,,
