granuleId,packageId,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-02-02-pt1-PgS702-6,CREC-2015-02-02,,1823,SPEAKING,S,114,W000802,"Whitehouse, Sheldon",RI,D,8264,"Whitehouse, Sheldon",,Mr. WHITEHOUSE,Sheldon Whitehouse
CREC-2015-02-02-pt1-PgS703,CREC-2015-02-02,,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,8295,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2015-02-02-pt1-PgS703,CREC-2015-02-02,,1548,SPEAKING,S,114,S001141,"Sessions, Jeff",AL,R,8281,"Sessions, Jeff",,Mr. SESSIONS,Jeff Sessions
CREC-2015-02-02-pt1-PgS703-2,CREC-2015-02-02,,1548,SPEAKING,S,114,S001141,"Sessions, Jeff",AL,R,8281,"Sessions, Jeff",,Mr. SESSIONS,Jeff Sessions
CREC-2015-02-02-pt1-PgS705,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgE141-2,CREC-2015-02-02,,1471,SPEAKING,H,114,C001036,"Capps, Lois",CA,D,7828,"Capps, Lois",,Mrs. CAPPS,Lois Capps
CREC-2015-02-02-pt1-PgE141-3,CREC-2015-02-02,,1188,SPEAKING,H,114,V000108,"Visclosky, Peter J.",IN,D,7940,"Visclosky, Peter J.",Peter Visclosky,Mr. VISCLOSKY,Peter J. Visclosky
CREC-2015-02-02-pt1-PgE141-5,CREC-2015-02-02,,850,SPEAKING,H,114,N000002,"Nadler, Jerrold",NY,D,8069,"Nadler, Jerrold",,Mr. NADLER,Jerrold Nadler
CREC-2015-02-02-pt1-PgE141-4,CREC-2015-02-02,,2002,SPEAKING,H,114,W000806,"Webster, Daniel",FL,R,7880,"Webster, Daniel",,Mr. WEBSTER of Florida,Daniel Webster
CREC-2015-02-02-pt1-PgE142,CREC-2015-02-02,,2096,SPEAKING,H,114,D000617,"DelBene, Suzan K.",WA,D,8374,"DelBene, Suzan K.",Ms. Suzan Delbene,Ms. DelBENE,Suzan K. DelBene
CREC-2015-02-02-pt1-PgE142-2,CREC-2015-02-02,,2062,SPEAKING,H,114,D000616,"DesJarlais, Scott",TN,R,8151,"DesJarlais, Scott",,Mr. DesJARLAIS,Scott DesJarlais
CREC-2015-02-02-pt1-PgE142-3,CREC-2015-02-02,,2121,SPEAKING,H,114,C001093,"Collins, Doug",GA,R,,"Collins, Doug",,Mr. COLLINS of Georgia,Doug Collins
CREC-2015-02-02-pt1-PgE142-4,CREC-2015-02-02,,1997,SPEAKING,H,114,T000470,"Tipton, Scott R.",CO,R,7861,"Tipton, Scott R.",Mr. Scott Tipton,Mr. TIPTON,Scott R. Tipton
CREC-2015-02-02-pt1-PgE142-5,CREC-2015-02-02,,2258,SPEAKING,H,114,M001193,"MacArthur, Thomas",NJ,R,,"MacArthur, Thomas",,Mr. MacARTHUR,Thomas MacArthur
CREC-2015-02-02-pt1-PgE143,CREC-2015-02-02,,1916,SPEAKING,H,114,R000583,"Rooney, Thomas J.",FL,R,7888,"Rooney, Thomas J.",Mr. Thomas Rooney,Mr. ROONEY of Florida,Thomas J. Rooney
CREC-2015-02-02-pt1-PgE143-2,CREC-2015-02-02,,2096,SPEAKING,H,114,D000617,"DelBene, Suzan K.",WA,D,8374,"DelBene, Suzan K.",Ms. Suzan Delbene,Ms. DelBENE,Suzan K. DelBene
CREC-2015-02-02-pt1-PgE143-3,CREC-2015-02-02,,1729,SPEAKING,H,114,V000128,"Van Hollen, Chris",MD,D,7983,"Van Hollen, Chris",,Mr. VAN HOLLEN,Chris Van Hollen
CREC-2015-02-02-pt1-PgE143-4,CREC-2015-02-02,,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,8078,"Engel, Eliot L.",Eliot Engel,Mr. ENGEL,Eliot L. Engel
CREC-2015-02-02-pt1-PgE144,CREC-2015-02-02,,1995,SPEAKING,H,114,D000612,"Denham, Jeff",CA,R,7824,"Denham, Jeff",,Mr. DENHAM,Jeff Denham
CREC-2015-02-02-pt1-PgE144-2,CREC-2015-02-02,,2130,SPEAKING,H,114,M001189,"Messer, Luke",IN,R,,"Messer, Luke",,Mr. MESSER,Luke Messer
CREC-2015-02-02-pt1-PgE144-3,CREC-2015-02-02,,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,8078,"Engel, Eliot L.",Eliot Engel,Mr. ENGEL,Eliot L. Engel
CREC-2015-02-02-pt1-PgE144-4,CREC-2015-02-02,,1761,SPEAKING,H,114,B001251,"Butterfield, G. K.",NC,D,8024,"Butterfield, G. K.",,Mr. BUTTERFIELD,G. K. Butterfield
CREC-2015-02-02-pt1-PgE144-5,CREC-2015-02-02,,2051,SPEAKING,H,114,K000376,"Kelly, Mike",PA,R,8708,"Kelly, Mike",,Mr. KELLY of Pennsylvania,Mike Kelly
CREC-2015-02-02-pt1-PgE145,CREC-2015-02-02,,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,8078,"Engel, Eliot L.",Eliot Engel,Mr. ENGEL,Eliot L. Engel
CREC-2015-02-02-pt1-PgE145-2,CREC-2015-02-02,,2017,SPEAKING,H,114,R000592,"Rokita, Todd",IN,R,7943,"Rokita, Todd",,Mr. ROKITA,Todd Rokita
CREC-2015-02-02-pt1-PgE145-3,CREC-2015-02-02,,997,SPEAKING,H,114,R000486,"Roybal-Allard, Lucille",CA,D,7839,"Roybal-Allard, Lucille",,Ms. ROYBAL-ALLARD,Lucille Roybal-Allard
CREC-2015-02-02-pt1-PgE146,CREC-2015-02-02,,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,8078,"Engel, Eliot L.",Eliot Engel,Mr. ENGEL,Eliot L. Engel
CREC-2015-02-02-pt1-PgE146-2,CREC-2015-02-02,,1761,SPEAKING,H,114,B001251,"Butterfield, G. K.",NC,D,8024,"Butterfield, G. K.",,Mr. BUTTERFIELD,G. K. Butterfield
CREC-2015-02-02-pt1-PgE146-3,CREC-2015-02-02,,1593,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,7806,"Thompson, Mike",,Mr. THOMPSON of California,Mike Thompson
CREC-2015-02-02-pt1-PgE146-4,CREC-2015-02-02,,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,8078,"Engel, Eliot L.",Eliot Engel,Mr. ENGEL,Eliot L. Engel
CREC-2015-02-02-pt1-PgE147,CREC-2015-02-02,,281,SPEAKING,H,114,D000216,"DeLauro, Rosa L.",CT,D,7868,"DeLauro, Rosa L.",Rosa Delauro,Ms. DeLAURO,Rosa L. DeLauro
CREC-2015-02-02-pt1-PgE147-2,CREC-2015-02-02,,1510,SPEAKING,H,114,P000096,"Pascrell, Bill, Jr.",NJ,D,8050,"Pascrell, Bill, Jr.",William Pascrell,Mr. PASCRELL,"Bill Pascrell, Jr."
CREC-2015-02-02-pt1-PgE147-3,CREC-2015-02-02,,2017,SPEAKING,H,114,R000592,"Rokita, Todd",IN,R,7943,"Rokita, Todd",,Mr. ROKITA,Todd Rokita
CREC-2015-02-02-pt1-PgE148,CREC-2015-02-02,,1564,SPEAKING,H,114,C001037,"Capuano, Michael E.",MA,D,7973,"Capuano, Michael E.",Michael Capuano,Mr. CAPUANO,Michael E. Capuano
CREC-2015-02-02-pt1-PgE148-2,CREC-2015-02-02,,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,8078,"Engel, Eliot L.",Eliot Engel,Mr. ENGEL,Eliot L. Engel
CREC-2015-02-02-pt1-PgE148-3,CREC-2015-02-02,,1729,SPEAKING,H,114,V000128,"Van Hollen, Chris",MD,D,7983,"Van Hollen, Chris",,Mr. VAN HOLLEN,Chris Van Hollen
CREC-2015-02-02-pt1-PgE148-4,CREC-2015-02-02,,1806,SPEAKING,H,114,M001158,"Marchant, Kenny",TX,R,8766,"Marchant, Kenny",,Mr. MARCHANT,Kenny Marchant
CREC-2015-02-02-pt1-PgE148-5,CREC-2015-02-02,,1761,SPEAKING,H,114,B001251,"Butterfield, G. K.",NC,D,8024,"Butterfield, G. K.",,Mr. BUTTERFIELD,G. K. Butterfield
CREC-2015-02-02-pt1-PgE149,CREC-2015-02-02,,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,8078,"Engel, Eliot L.",Eliot Engel,Mr. ENGEL,Eliot L. Engel
CREC-2015-02-02-pt1-PgE149-3,CREC-2015-02-02,,1912,SPEAKING,H,114,C001077,"Coffman, Mike",CO,R,7864,"Coffman, Mike",,Mr. COFFMAN,Mike Coffman
CREC-2015-02-02-pt1-PgE149-2,CREC-2015-02-02,,1954,SPEAKING,H,114,R000582,"Roe, David P.",TN,R,8148,"Roe, David P.",Mr. David Roe,Mr. ROE of Tennessee,David P. Roe
CREC-2015-02-02-pt1-PgE149-4,CREC-2015-02-02,,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,8078,"Engel, Eliot L.",Eliot Engel,Mr. ENGEL,Eliot L. Engel
CREC-2015-02-02-pt1-PgE149-5,CREC-2015-02-02,,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,8078,"Engel, Eliot L.",Eliot Engel,Mr. ENGEL,Eliot L. Engel
CREC-2015-02-02-pt1-PgE149-6,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgD89,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgD89-2,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgD90,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgD91,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgD91-2,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgD93,CREC-2015-02-02,,,,,,,,,,,,,,
CREC-2015-02-02-pt1-PgD93-2,CREC-2015-02-02,,,,,,,,,,,,,,
