org_id,p1_original,prominence,paragraph_mention_count,10_or_more_org_mentioned,uuid_mention,uuid_paragraph,granuleId,source,interest_group,variation
2694,"(5) Compliance with applicable law.--Section 10006 of the       San Joaquin River Restoration Settlement Act (Public Law 111-      11) is amended--        (A) in subsection (a)--        (i) in paragraph (1), by striking ``as necessary'' and       inserting ``as necessary, as provided for in this part and in       a manner that does not conflict with the intent of Congress       as expressed in this title which intent shall be afforded the       greatest deference and any difference or ambiguity shall be       resolved in favor of said intent'' before the period at the       end; and        (ii) in paragraph (2), by adding at the end the following:       ``Any statutory exemptions from conducting environmental       review or consultation are not applicable. '';        (B) in subsection (b)--        (i) by striking ``Nothing'' and inserting ``Except as       provided in subsection (e) below, nothing''; and        (ii) by striking ``State law.'' and inserting ``State law,       except as otherwise provided for herein or would conflict       with achieving the purposes or intent of this title. ''; and        (C) by adding at the end the following:        ``(e) In General.--Sections 5930 through 5948 of the       California Fish and Game Code and all applicable Federal       laws, including this part, as amended by the Gaining       Responsibility on Water Act of 2017, and the Stipulation of       Settlement (Natural Resources Defense Council, et al. v. Kirk       Rodgers, et al., Eastern District of California, No. Civ. S-      88-1658--LKK/GGH), shall be satisfied by implementation of       the Settlement as provided in section 10014(b) or the plan       provided in section 10014(a) of the Gaining Responsibility on       Water Act of 2017.",0,1,0,bf5d8364-8c9f-484f-88a8-cb9495a29407-1,bf5d8364-8c9f-484f-88a8-cb9495a29407,CREC-2017-07-12-pt1-PgH5503,Labeled_Data.csv,Natural Resources Defense Council,Natural Resources Defense Council
3191,"When she was 3 years old, her family came to the  United States from India. She grew up in North Carolina and in Coral  Springs, FL. She was a brilliant student. In high school, she received  the AP Scholar with Distinction Award from the College Board and the  Math Scholars Award from her school's math department. She was  president of her high school's environmental club. She started a  recycling program at her school and led the school beautification  project, beach cleanups, and an environmental science competition every  year. She was a member of the National Honor Society, the treasurer of the  Science National Honor Society, a member of the Spanish National Honor  Society, and a member of the Rho Kappa History National Honor Society.",0,1,0,ef96c8c2-bb8f-4cf7-b60c-9c3d3f01a61f-1,ef96c8c2-bb8f-4cf7-b60c-9c3d3f01a61f,CREC-2018-01-03-pt1-PgS11,Labeled_Data.csv,College Board,College Board
2093,"We are dangerously falling behind. Russia has 41 icebreakers focused  on the Arctic that are active or under construction, four of which are  heavy icebreakers. This puts the United States at a tremendous  disadvantage, since we are unable to operate in parts of the Arctic  Ocean for months at a time. {time}  0010    The National Academy of Sciences report goes on to recommend that:  ``The United States Congress should fund the construction of four polar  icebreakers of common design that would be owned and operated by the  United States Coast Guard.'' Mr. Chair, the fiscal year 2017 defense funding bill included $150  million for a Coast Guard heavy icebreaker as a downpayment on what is  expected to be a nearly $1 billion price tag for the first ship. However, the National Defense Authorization Act the House passed  earlier this year includes a provision prohibiting the Pentagon from  using any fiscal year 2018 funds to acquire an icebreaker for the Coast  Guard.",1,1,0,03e8cdc7-d599-4846-838c-2b0c141d3106-1,03e8cdc7-d599-4846-838c-2b0c141d3106,CREC-2017-09-06-pt1-PgH7072-2,Labeled_Data.csv,National Academy of Sciences,National Academy of Sciences
1453,"Reverend Dr. Siplin was my classmate from first grade to twelfth  grade in Miami-Dade County Public Schools. Reverend Siplin is the senior pastor of Beulah Missionary Baptist  Church located in Coconut Grove, Florida. Before joining the ministry, Reverend Siplin proudly served in law  enforcement. He is a graduate of the Miami-Dade Police Academy who made  history by earning the distinction of becoming the first African  American to serve as president of the Fraternal Order of Police. Three years ago, after joining Beulah Missionary Baptist Church,  Reverend Siplin was ordained a deacon and later became chairman of the  church's deacon ministry. He was called to preach in the year 2000 and, in August 2003, was  ordained and installed to serve as the church's pastor. Under his  leadership, Beulah Missionary Baptist has helped the surrounding  community confront and combat various challenges.",0,1,0,bb49db86-8b9b-4aa9-95bf-f86bf2e75a83-1,bb49db86-8b9b-4aa9-95bf-f86bf2e75a83,CREC-2017-06-28-pt1-PgH5241-3,Labeled_Data.csv,Fraternal Order of Police,Fraternal Order of Police
103356,"Jennifer Melancon studied the art of pastry for several years before  she and her husband, Dustin, decided to open Lafayette's first cupcake- centered bakery, otherwise known as a cupcakery. Combining Jennifer's  skill and Dustin's business sense, the Lafayette natives launched Sophi  P Cupcakes in 2010. Almost immediately, Sophi P Cupcakes became a  community favorite and later that year was recognized as the 2010  ``Best New Business'' by the Better Business Bureau of Acadiana. One  year later, Jennifer and Dustin were awarded the 2011 ``Rising Young  Business Leader'' by the Junior Achievement of Acadiana. Over the next  few years, Sophi P Cupcakes continued to grow and succeed and in 2015  expanded their operation to launch multiple Sophi P Express coolers  across the campus of the couple's alma mater, the University of  Louisiana at Lafayette. Jennifer and Dustin are now focused on the  future of Sophi P's and have their eyes set on expanding their business  across Louisiana and the Nation. While hard work and thoughtful planning have played a major role in  their success, there is no doubt that Jennifer's leadership as the head  pastry chef and owner has helped cement Sophi P's as a local favorite  in Acadiana.",0,1,0,e53c3b27-bf02-4bc3-a652-669a0664be3e-1,e53c3b27-bf02-4bc3-a652-669a0664be3e,CREC-2016-11-17-pt1-PgS6466-2,Labeled_Data.csv,Junior Achievement,Junior Achievement
2643,"This bill has the backing of the President as well, whom I have  spoken to personally, and the minority and majority leaders in the  Senate and is supported by gun groups across the spectrum from--yes,  the National Rifle Association but also Everytown for Gun Safety. They  are at the opposite ends of the ideological spectrum when it comes to  the Second Amendment. It is not just them. It is others like the  National Coalition Against Domestic Violence, Sandy Hook Promise, the  National Shooting Sports Foundation, the  [[Page S1621]]  National Domestic Violence Hotline, and the National Sheriffs'  Association. It really is remarkable when you have groups with such widely  divergent views, when it comes to the Second Amendment, come together  and say: Well, this is where we can find common ground. This is where  we can actually do something. That is reflected in the 64 bipartisan  cosponsors we have for the bill.",1,1,0,ee993df5-9066-4cc8-8565-7a3923e891ed-1,ee993df5-9066-4cc8-8565-7a3923e891ed,CREC-2018-03-12-pt1-PgS1619-4,Labeled_Data.csv,National Shooting Sports Foundation,National Shooting Sports Foundation
20113700,"We do not support H.J. Res 57 and we ask you to       vote no. Mr. POLIS. The opposing organizations include Alliance for Excellent  Education; Association of University Centers on Disabilities;  Children's Defense Fund; Consortium for Citizens with Disabilities;  Council of Parent Attorneys and Advocates; Democrats for Education  Reform; Easterseals; The Education Trust, League of United Latin  American Citizens; Mexican American Legal Defense and Education Fund;  NAACP; National Center for Learning Disabilities; National Council of  La Raza; National Down Syndrome Congress; National Urban League;  National Women's Law Center; Southeast Asia Resource Action Center;  Stand for Children; Teach For America; United Negro College Fund. And  even, Mr. Speaker, the U.S. Chamber of Commerce has weighed in on this  bill to oppose these efforts to strip away the accountability system  from our public education. I also want to point out that I was opposed to the earlier resolution  on the floor today, which would unravel the Department of Education's  regulation on teacher preparation. The intent of the teacher preparation program, as was argued here,  was to provide more transparency and accountability around the quality  of teacher preparation programs.",0,1,1,1af303be-1eaf-47d7-bbff-c0c4d3df4eaf-1,1af303be-1eaf-47d7-bbff-c0c4d3df4eaf,CREC-2017-02-07-pt1-PgH1046,Labeled_Data.csv,National Down Syndrome Congress,National Down Syndrome Congress
101189,"I       am delighted and honored to be invited to address you ladies       and gentlemen today on the Conscience Protection Act (CPA). It's providential that we are gathered today to discuss a       threat to our religious liberties following the July 4th       holiday. I need not remind any of you that our First       Amendment states: ``Congress shall make no law respecting an       establishment of religion or prohibiting the free exercise       thereof...''        I am here today to help you appreciate the importance of       upholding conscience rights and religious liberty in all       aspects of life and most especially in the delivery of health       care. As an organization, the CMA was accepted as a party to the       case of the ACLU vs. Trinity Health Care where the ACLU would       force hospitals to perform abortions and threaten the rights       of medical professionals and the choices of pro-life       patients. This case would furthermore violate federal       conscience laws. The Conscience Protection Act of 2016 is necessary in that       it will protect health care professionals from being forced       to pay for or participate in abortions and allow victims of       discrimination a ``right of action'' to defend their rights       in court. We cannot allow our government to force hospitals,       physicians, nurses, and other health care professionals to       stop offering much needed health care because they cannot in       good conscience participate in destroying developing life.",0,1,0,413bcd4f-9dd9-4a94-9c06-bc734c2ebe2f-1,413bcd4f-9dd9-4a94-9c06-bc734c2ebe2f,CREC-2016-07-13-pt1-PgH4844,Labeled_Data.csv,Catholic Healthcare East,Trinity Health
75624,"Mr. Speaker, I yield myself such time as I may  consume. Mr. Speaker, the bad idea in this plan has been exposed in one of the  letters that I mentioned. I said there are a lot of consumer groups,  and I just want to name the groups that signed the letter. The American  Nurses Association; the Alliance for Retired Americans; the American  Cancer Society Cancer Action Network; the American Diabetes  Association; the American Federation  [[Page H2326]]  of State, County and Municipal Employees; the Association of  Reproductive Health Professionals; Bazelon Center for Mental Health  Law; Community Catalyst; Consumers Union; Families USA; International  Union, United Automobile, Aerospace and Agricultural Implement Workers  of America--the UAW; NARAL Pro-Choice America; the National Council of  La Raza; the National Education Association; the National Institute for  Reproductive Health; National Partnership for Women and Families;  National Women's Health Network; Raising Women's Voices for the Health  Care We Need; and the Service Employees International Union all oppose  this legislation. Mr. Speaker, I reserve the balance of my time. Ms. FOXX. Mr. Speaker, I yield 2 minutes to the distinguished  gentleman from Minnesota (Mr. Lewis), a member of our committee.",0,1,1,7b554001-b8c2-4f91-abf1-2dc620f28d78-1,7b554001-b8c2-4f91-abf1-2dc620f28d78,CREC-2017-03-22-pt1-PgH2312,Labeled_Data.csv,NARAL Foundation,NARAL Pro-Choice America
391,"Madam Speaker, it is always hard for me to understand why  our colleagues on the other side of the aisle embrace junk science,  whether it is around global warming, where 99 percent of the scientists  say, yes, it is happening, or in this case. We have the Royal College of Obstetricians and Gynaecologists from  2010 indicating that ``connections from the periphery to the cortex is  not intact until 24 weeks. The cortex is necessary for pain  perception.'' [[Page H7721]]    In 2012, ACOG, in the Journal of American Medical Association  embraced that statement. So the vast majority of physicians and  scientists say there is not pain perception at 20 weeks. But let me talk about Dr. Jenn and Sammi. Sammi was 17, terrified,  and pregnant when she went to a ``clinic'' that ended up being a crisis  pregnancy center.",1,1,0,7906501c-a89f-4ef2-ba43-e14be3dfec56-1,7906501c-a89f-4ef2-ba43-e14be3dfec56,CREC-2017-10-03-pt1-PgH7712,Labeled_Data.csv,American Medical Association,American Medical Association
2853,"The videos that so many have referenced are heavily edited. They have  edited content out, and they have edited false images in. Politicians who are latching onto this smear campaign do so to  further their personal agendas to the detriment of women's health care  across America. What has happened here since these videos were released in July is a  coordinated smear campaign against trusted Planned Parenthood clinics. Let me give you some evidence directly from my home State of Florida. {time}  1115    In July, with absolutely no evidence of wrongdoing, Florida  Republican Governor Rick Scott ordered investigations of Planned  Parenthood clinics. It had all the trappings of a witch hunt.",1,1,0,e1e74e2a-866e-4c6d-ba24-2c9b51838447-1,e1e74e2a-866e-4c6d-ba24-2c9b51838447,CREC-2015-09-18-pt1-PgH6152,Labeled_Data.csv,Planned Parenthood Federation of America,Planned Parenthood
2505,"Despite numerous setbacks--and one serious housing market collapse--she  tirelessly advocated for addressing the significant housing needs of  people with limited economic resources. It is a fitting testament to  her tenacity that just as she prepared to retire, the Federal Housing  Finance Agency began capitalizing the trust fund for the first time. Later this year, States will receive the first new Federal affordable  housing production funds in decades, and for that, Sheila Crowley  deserves an enormous amount of credit. Not surprisingly, Sheila received the 2009 John W. Macy award from  the National Alliance to End Homelessness and the Housing Leadership  Award from the National Low Income Housing Coalition for her work on  the National Housing Trust Fund campaign. But I am guessing the award  Sheila will cherish most will be when, in the not-too-distant future,  tenants move into the first trust fund financed affordable housing. I cannot overstate the importance of Sheila's work and her  accomplishments. We are experiencing nothing less than an affordable  housing crisis on the national level.",0,1,0,a135c6c3-e330-4ee8-bac3-84b940dceba9-1,a135c6c3-e330-4ee8-bac3-84b940dceba9,CREC-2016-04-28-pt1-PgS2551,Labeled_Data.csv,National Housing Trust,National Housing Trust
1555,"Community Capital New York; Community Council of Metropolitan Atlanta; Community Economic Development Association of MI (CEDAM); Community Loan Fund of the Capital Region Inc.; Connecticut Association for Human Services; Connecticut Legal Services, Inc.; ConnPIRG; Consumer Action; Consumer Federation of America; Consumers Union; Covenant House of WV; Credit and Homeownership Empowerment Services Inc (CHES, Inc.); Credit Counseling Agencies of NC; Creighton College Democrats; Davidson Housing Coalition; Demos; Disability Rights North Carolina; Durham Regional Financial Center; East LA Community Corporation; Ecumenical Poverty Initiative; Empire Justice Center. Faith in Action Alabama; Faith in Texas; Fayetteville Area Habitat for Humanity; Federation of Democratic Women DAC; Financial Pathways of the Piedmont; Florida Alliance for Consumer Protection; Florida Alliance for Retired Americans; Florida Consumer Action Network; Florida PIRG; Fons Law Office, representing consumers; Georgia PIRG; Georgia Watch; Gowen Consulting; Greater Ward's Corner Area Business Association (Virginia); Habitat for Humanity of Catawba Valley, Inc.; Habitat for Humanity of Davie County; Habitat for Humanity of Greater Greensboro; Habitat for Humanity of North Carolina; Heartland Alliance for Human Needs & Human Rights; Hispanic Baptist Convention of Texas; Hispanic Federation; HomesteadCS; Housing Consultants Group. IDA and Asset Building Collaborative of NC; Illinois People's Action; Illinois PIRG; Indiana Assets & Opportunity Network; Indiana Institute for Working Families; Indiana PIRG; Innovative Systems Group; Iowa PIRG; Jesuit Social Research Institute at Loyola University New Orleans; Just Harvest; Kentucky Equal Justice Center; La Casa de Don Pedro; Legal Aid Justice Center (Virginia); Legal Aid Society of Milwaukee; Legal Services of Southern Piedmont; Long Island Housing Services, Inc.; Louisiana Budget Project; Lutheran Episcopal Advocacy Ministry NJ; Lutheran Advocacy Ministry-- New Mexico; Maine Center for Economic Policy; Maryland Consumer Rights Coalition; Maryland PIRG; MASSPIRG; Metropolitan Milwaukee Fair Housing Council. MICAH; Mobilization for Justice, Inc.; Montana Organizing Project; Montebello Housing Development Corporation; MoPIRG; Mountain State Justice; NAACP; NAOMI; National Association of Consumer Advocates; National Association of Social Workers West Virginia Chapter; National Consumer Law Center (on behalf of its low-income clients); National Rural Social Work Caucus; Native Community Finance; NCPIRG; New Economics for Women; New Economy Project; New Jersey Appleseed Public Interest Law Center; New Jersey Citizen Action; New Jersey Tenants Organization; New Mexico Fair Lending Coalition; NHPIRG; NJPIRG; North Carolina A. Philip Randolph Institute, Inc. North Carolina Assets Alliance; North Carolina Council of Churches; North Carolina Housing Coalition; North Carolina Institute of Minority Economic Development; North Carolina Justice Center; North Carolina PIRG; North Carolina Rural Center; North Carolina State AFL-CIO; North Carolina United Methodist Conference; North Dakota Economic Security and Prosperity Alliance; OhioPIRG; Oklahoma Policy Institute; Oregon PIRG; PennPIRG; Pennsylvania Council of Churches; Pennsylvania Military Officers Association of America; Pennsylvania War Veterans Council; People's Action Institute; Philadelphia Unemployment Project; Piedmont Housing Alliance (Virginia); PIRG in Michigan; Power New Mexico. Prince George's CASH Campaign; Prosperity Indiana; Prosperity Works; Public Justice; Public Justice Center; Public Law Center; Reinvestment Partners; Rural Dynamics, Inc.; Safety MD LLC; Samaritan Ministries; Sisters of Charity of Nazareth Congregational Leadership; Sisters of Charity of Nazareth Western Province Leadership; Sisters of Mercy South Central Community; Southern Poverty Law Center; Statewide Poverty Action Network; Step Up Savannah; Tabor Community Services; Tennessee Citizen Action; Texas Appleseed; TexPIRG; The AMOS Project; The Bell Policy Center; The Episcopal Diocese of North Carolina; The Midas Collaborative; The One Less Foundation. Tuscaloosa Citizens Against Predatory Practices; Tzedek DC; U.S. PIRG; Unitarian Universalist Pennsylvania Legislative Advocacy Network; UNITE HERE; United for a Fair Economy; University of Wisconsin Law School, Consumer Law Clinic; Virginia Citizens Consumer Council; Virginia Interfaith Center for Public Policy; Virginia Organizing; Virginia Poverty Law Center; Virginians Against Payday Lending; VOICE Oklahoma City; WASHPIRG; Watauga County Habitat for Humanity; WESST; West Virginia Center on Budget and Policy; West Virginia Citizen Action Group; WISDOM; WISPIRG; Women AdvaNCe; Woodstock Institute; WV Citizen Action Group. State of New York, Office of the Attorney General, June 7, 2017.",0,6,1,9f8cfaaa-c08f-48ce-a794-8ae4da9210ee-1,9f8cfaaa-c08f-48ce-a794-8ae4da9210ee,CREC-2018-02-14-pt1-PgH1136,Combined_Version____2,Habitat for Humanity International,Habitat for Humanity
291,"The wheat market was favorable and the farmer made sure to avoid some wet spots in the field, called vernal pools, which are considered wetlands. But that plowing, which disturbed only the top few inches of soil, unleashed a firestorm from the U.S. Army Corps of Engineers, the Environmental Protection Agency, and other regulators against the California Farm Bureau member. The regulators' actions stopped Duarte from raising wheat, tried to force him to pay millions of dollars to restore the wetlands in perpetuity--although there was no evidence of damage--and sparked lawsuits and counter-lawsuits. Duarte's experience could well turn out to be an example of how the agencies will treat farmers in Iowa and all over the country under the expansive Waters of the United States rule, according to Duarte, his attorneys and experts at the American Farm Bureau Federation. ``This really shows how these agency actions can play out on a specific family farm,'' Duarte said recently during a press conference at the American Farm Bureau Federation annual convention in Orlando. ``We aren't concerned about it because John Duarte is having a bad time with the feds. We are concerned because this is a very serious threat to farming as we know it in America.''",1,2,0,c4232732-38df-4c3c-9159-24798a87308a-1,c4232732-38df-4c3c-9159-24798a87308a,CREC-2016-02-25-pt1-PgS1019,Combined_Version____2,American Farm Bureau Federation,American Farm Bureau Federation
102454,"Workers at the UPS facility in Missoula are receiving expanded benefits and more money in their paychecks. The owner of KFC restaurants throughout Montana gave employees a raise, boosted starting wages, and plans renovations for many of its facilities. Owners at Loenbro in Great Falls are increasing benefits and investing in new equipment. A farmer near Bozeman plans to double his food processing staff from 6 to 12. Mr. Speaker, the tax cuts are working in Montana and throughout the country. They are leading to job creation, bigger paychecks, greater investment, higher wages, and economic growth. We must remain focused on policies to encourage growth, optimism, and the American Dream.",0,1,0,7953500e-72af-4c2f-abd6-afe63db77365-1,7953500e-72af-4c2f-abd6-afe63db77365,CREC-2018-04-11-pt1-PgH3104-3,Combined_Version____2,Food Processing Suppliers Association,Food processing
158,"That is what this whole dispute here tonight is about. One of my colleagues tried to characterize arbitration as this system in which this company hires these decision makers, these arbitration judges, and that the judges are going to be biased because the judges are bought by the companies that use them for the arbitration. That is not an accurate description of what arbitration is. There is actually a Federal law, which I have already referenced, which sets up the parameters in which arbitration operates, and there is an American Arbitration Association that administers it. When a person chooses to go into arbitration, what happens is that the whole system that takes over is administered not by the company but by the AAA, and under the American Arbitration Association's procedures, it appoints an arbitrator. The implication made earlier was that the arbitrator always rules for the company because that is the company that hires him. Here is the truth.",0,2,0,a7851d5a-2f71-42e0-8195-fe0d1dbb8bf3-1,a7851d5a-2f71-42e0-8195-fe0d1dbb8bf3,CREC-2017-10-24-pt1-PgS6738-2,Combined_Version____2,American Arbitration Association,American Arbitration Association
1166,"050 SSTD..................... 12,867 12,867 12,867 12,867 051 FIXED SURVEILLANCE SYSTEM 300,102 300,102 300,102 300,102 [[Page H9062]] 052 SURTASS.................. 30,180 1 40,180 40,180 1 10,000 1 40,180 UFR: 1 Additional.... [1] [10,000] [10,000] [1] [10,000] ELECTRONIC WARFARE EQUIPMENT 054 AN/SLQ-32................ 240,433 240,433 240,433 240,433 RECONNAISSANCE EQUIPMENT 055 SHIPBOARD IW EXPLOIT..... 187,007 227,007 227,007 40,000 227,007 UFR: 3 SSEE Increment [40,000] [40,000] [40,000] F and Paragon/ Graywing. 056 AUTOMATED IDENTIFICATION 510 510 510 510 SYSTEM (AIS). OTHER SHIP ELECTRONIC EQUIPMENT 058 COOPERATIVE ENGAGEMENT 23,892 23,892 27,892 23,892 CAPABILITY. UFR: CEC IFF Mode 5 [4,000] Acceleration. 060 NAVAL TACTICAL COMMAND 10,741 10,741 10,741 10,741 SUPPORT SYSTEM (NTCSS). 061 ATDLS.................... 38,016 38,016 38,016 38,016 062 NAVY COMMAND AND CONTROL 4,512 4,512 4,512 4,512 SYSTEM (NCCS). 063 MINESWEEPING SYSTEM 31,531 31,531 31,531 31,531 REPLACEMENT.",0,1,0,cb9540f1-4f30-4cff-9ce6-28441faded17-1,cb9540f1-4f30-4cff-9ce6-28441faded17,CREC-2017-11-09-pt2-PgH8701-2,Combined_Version____2,Council for Exceptional Children,CEC
2223,"If adopted and signed into law, this legislation will strengthen the nation's ability to defend against cyber-attacks and better protect all Americans by encouraging the business community and the government to quickly and effectively share critical information about these threats while ensuring privacy. More effective information sharing provides some of the strongest protections of privacy, as it is sensitive information from our member firms' customers that we are asking Congress to protect from those who attempt to steal or destroy that information. Each of our organizations and our respective member firms has made cybersecurity a top priority and we are committed to continuing to work with you and your colleagues in the Senate so that effective cyber threat information sharing legislation can be enacted into law. Sincerely, American Bankers Association; American Insurance Association; The Clearing House; Financial Services Institute; Financial Services Roundtable; Investment Company Institute; NACHA--The Electronic Payments Association; The National Association of Mutual Insurance Companies; Property Casualty Insurers Association of America; Securities Industry and Financial Markets Association. ____ August 3, 2015. Hon. Mitch McConnell, Majority Leader, U.S. Senate, Washington, DC.",0,1,1,81c8db5d-c3df-46d1-ac32-762a770a695e-1,81c8db5d-c3df-46d1-ac32-762a770a695e,CREC-2015-08-04-pt1-PgS6256-2,Combined_Version____2,National Association of Mutual Insurance Companies,National Association of Mutual Insurance Companies
2394,"and the Archaeological Resources Protection Act of 1979 (16 U.S.C. 470aa et seq.) is necessary to deter illegal trading in tribal cultural items. (10) Many Indian tribes and tribal organizations have passed resolutions condemning the theft and sale of tribal cultural items, including the following: (A) The National Congress of American Indians passed Resolutions SAC-12-008 and SD-15-075 to call on the United States, in consultation with Native Americans-- (i) to address international repatriation; and (ii) to take affirmative actions to stop the theft and illegal sale of tribal cultural items both domestically and internationally. (B) The All Pueblo Council of Governors, representative of 20 Pueblo Indian tribes-- (i) noted that the Pueblo Indian tribes of the Southwestern United States have been disproportionately affected by the sale of tribal cultural items both domestically and internationally in violation of Federal and tribal laws; and (ii) passed Resolutions 2015-12 and 2015-13 to call on the United States, in consultation with Native Americans-- (I) to address international repatriation; and (II) to take affirmative actions to stop the theft and illegal sale of tribal cultural items both domestically and internationally. (C) The United South and Eastern Tribes, an intertribal organization comprised of 26 federally recognized Indian tribes, passed Resolution 2015:007, which calls on the United States to address all means to support the repatriation of tribal cultural items from beyond United States borders. (D) The Inter-Tribal Council of the Five Civilized Tribes, uniting the Chickasaw, Choctaw, Cherokee, Muscogee (Creek), and Seminole Nations, passed Resolution 12-07, which requests that the United States, after [[Page S6284]] consultation with Native Americans, assist in international repatriation and take immediate action to address repatriation.",0,1,0,5e42cda0-6c1e-4461-b0ff-133348ad781f-1,5e42cda0-6c1e-4461-b0ff-133348ad781f,CREC-2016-09-29-pt1-PgS6283-2,Combined_Version____2,National Congress of American Indians,National Congress of American Indians
2425,"Lives are at risk here. This is as sinister as it gets. Taking an ax to these lifesaving benefits is cruel and heartless. That is why 120 civil rights, disability, and retirement organizations oppose this, including the NAACP, the Leadership Conference on Civil and Human Rights, the League of United Latin American Citizens, the National Council of Churches, and the National Committee to Preserve Social Security and Medicare. The SPEAKER pro tempore. The time of the gentlewoman has expired. Mr. DANNY K. DAVIS of Illinois.",1,1,0,6f47ca98-e8b1-43eb-8340-23f8cde5efe1-1,6f47ca98-e8b1-43eb-8340-23f8cde5efe1,CREC-2017-09-28-pt1-PgH7595,Combined_Version____2,National Council of the Churches of Christ in the USA,National Council of Churches
